종목명,Sector,Industry Group,Industry,10차표준(세분류),10차표준(세세분류),주요상품
라이온켐텍,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,"합성왁스, 인조대리석"
보락,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매"
켐트로스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 화학제품 제조업,기타화학제품 제조업
선진뷰티사이언스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,화장품 원료
서흥,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,"의약품(하드캅셀,건강보조식품,소프트캅셀),건강보조식품,인삼제품 제조,판매"
오공,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,접착제 및 젤라틴 제조업,"접착제,씰란트,광택제,연마제"
TKG휴켐스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,"화합물,화학제품 제조"
송원산업,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조"
케이디켐,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,PVC 안정제
코스모화학,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,"이산화티타늄 및 부산물, 황산코발트 및 부산물"
에이에스텍,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 분류 안된 화학제품 제조업,자외선 차단제 유기 원료
새빗켐,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",그 외 기타 화학제품 제조업,그 외 기타 화학제품 제조업,"폐전지재활용소재, 폐산재활용"
태웅,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","금속 단조, 압형 및 분말야금 제품 제조업",금속 단조제품 제조업,자유형단조품
테라사이언스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","금속 열처리, 도금 및 기타 금속가공업",그 외 기타 금속가공업,유압용 관이음쇠
에이치와이티씨,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","금속 열처리, 도금 및 기타 금속가공업",절삭가공 및 유사처리업,2차전지 장비 초정밀 부품
케이피티유,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","금속 열처리, 도금 및 기타 금속가공업",금속 열처리업,"Vacuum Treatment, Plasma Surface Treatment"
케이피에프,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","금속파스너, 스프링 및 금속선 가공제품 제조업",볼트 및 너트류 제조업,볼트류
풍강,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","금속파스너, 스프링 및 금속선 가공제품 제조업",볼트 및 너트류 제조업,자동차용너트류
한솔케미칼,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출"
유니드,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업,"탄산칼륨,가성칼륨,가성카리,탄산카리(무기화합물),MDF(가공목재) 제조,도매"
나노브릭,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업,"보안응용제품(M-tag 및 M-pac), 보안소재제품(M-secuprint)"
나노,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업,SCR촉매
후성,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업,"불소화물 제조,도매"
태경산업,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 무기 화학물질 제조업,기타 기초 무기 화학물질 제조업,"제강용 정련제(프락스),카바이드,중질탈산칼슘 제조,판매/고속도로휴게소 운영"
LG화학,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업,"유화/기능/합성수지,재생섬유소,산업재,리튬이온전지,평광판,PVC 제조,도매"
피엔에이치테크,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,기타 기초 유기 화학물질 제조업,OLED 소재
카프로,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,기타 기초 유기 화학물질 제조업,"카프로락탐,유안비료 제조"
롯데케미칼,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조"
대한유화,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업,"폴리프로필렌,고밀도폴리에틸렌,나프타분해유분,올레핀류,혼합C4류,분해가솔린 제조"
국도화학,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업,"에폭시수지,폴리아마이드수지,아염소산소다 제조,도소매"
이수화학,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매"
엔켐,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,기타 기초 유기 화학물질 제조업,2차전지 전해액
롯데정밀화학,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,기타 기초 유기 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조"
이수스페셜티케미컬,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 유기 화학물질 제조업,석유화학계 기초 화학물질 제조업,석유화학제품 및 정밀화학제품
SH에너지화학,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,"합성수지(PS/EPS,ABS수지) 제조"
동성화인텍,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,초저온 보냉재
미원에스씨,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,에너지경화수지
금호석유,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,"합성고무 SBR(스티렌부타디엔러버),BR(폴리부타디엔러버),합성수지,BD,라텍스 제조,도소매"
KG케미칼,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,"콘크리트혼화제, 비료, 친환경농자재, 수처리제"
성일하이텍,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,"코발트, 니켈, 리튬 등"
OCI,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,"폴리실리콘,타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매"
한일화학,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,산화아연
대정화금,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,"시약, 원료의약품"
이엠앤아이,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,OLED 유무기 소재 개발 및 판매
애경케미칼,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,무수프탈산 등
DL,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,지주회사
KPX홀딩스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,지주회사
EG,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,"산화철, 대기수처리방지시설, 무역"
금양,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조"
효성화학,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기초 화학물질 제조업,기초 화학물질 제조업,-
황금에스티,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 1차 비철금속 제조업,기타 1차 비철금속 제조업,"스테인레스 냉연, 열연"
피제이메탈,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 1차 비철금속 제조업,기타 1차 비철금속 제조업,"탈산제, 조재제"
티플랙스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,"스텐레스봉,판(열간제품) 제조,도매"
포메탈,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품"
와이엠,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,"볼트, 나사"
승일,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,"에어졸캔,에어졸발브,일반관"
유진테크놀로지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,이차전지 정밀금형 외
한선엔지니어링,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,"계장용 피팅 및 밸브, 모듈"
신진에스엠,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,표준 플레이트
세아메카닉스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,"TV스탠드, 전기 수소차 부품 등"
이엠코리아,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,CNC공작기계등
해성에어로보틱스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 금속 가공제품 제조업,기타 금속 가공제품 제조업,기어 및 동력전달장치
삼표시멘트,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,시멘트 제품
동국알앤에스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,내화물
보광산업,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,"콘크리트용 부순골재, 아스콘, 레미콘"
국일제지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 종이 및 판지 제품 제조업,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)"
대림제지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 종이 및 판지 제품 제조업,기타 종이 및 판지 제품 제조업,골판지원지
모나리자,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 종이 및 판지 제품 제조업,위생용 종이제품 제조업,"화장지,미용티슈 제조,도매"
코스나인,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,화장품
브이티,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"화장품, 라미네이팅필름, 라미네이팅기계"
코스모신소재,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"이차전지양극활물질,기능성필름"
제이준코스메틱,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,화장품 제조 판매
HDC현대EP,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매"
본느,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,기업인수합병
CSA 코스믹,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,화장품 제조 및 판매
마녀공장,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,자연주의 기능성 화장품
소니드,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,화학제품 및 전자재료
KG에코솔루션,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"집단에너지(스팀), 산화동, 폐기물 소각"
비비씨,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,덴탈 케어용 소재(테이퍼모 등)
일진다이아,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"공업용 합성다이아몬드 제조,도매,수출입"
제이엠아이,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,CD복제품
에스아이리소스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,유연탄
잉글우드랩,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,화장품OEM·ODM
아이패밀리에스씨,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"색조화장품 브랜드 `롬앤(Rom&nd)', IT기반 웨딩서비스 브랜드 `아이웨딩`"
미원상사,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조"
코디,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,화장품 및 용기 제조
에코프로에이치엔,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,환경오염 방지 관련 소재 및 설비
현대바이오랜드,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"천연물질 추출물, 미생물 배양제품"
TS트릴리온,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,기업인수합병
SKC,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"기초화학원료(PO, PG), 전지용 동박 등을 제조ㆍ판매하는 사업"
켐트로닉스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,"Touch IC 및 PBA, TG, EMC"
현대바이오,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,화장품 및 화장품원료
한국알콜,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,주정
세화피앤씨,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",기타 화학제품 제조업,기타 화학제품 제조업,염모제 등
퍼시스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",목재가구 제조업,기타 목재가구 제조업,"사무용 가구,의자,책상,캐비넷 제조"
에이스침대,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",목재가구 제조업,기타 목재가구 제조업,침대
현대리바트,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",목재가구 제조업,기타 목재가구 제조업,"일반목재가구(책상,침실가구),주방가구,목창호,사무용가구,선실가구 제조"
시디즈,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",목재가구 제조업,기타 목재가구 제조업,의자
한창산업,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","기타 비철금속 압연, 압출 및 연신 제품 제조업","아연말,리튬브로마이드,산화망간,인산아연"
대창,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","동 압연, 압출 및 연신제품 제조업","황동봉,동합금괴 제조,판매"
알루코,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업","알루미늄제품,샷시 제조"
대호에이엘,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업","알루미늄 환절판 제조,도매,무역"
알멕,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업",알루미늄 압출 제품
조일알미늄,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업","알루미늄판 제조,도매"
그린플러스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업","첨단유리온실, 온실용자재설치공사, 알루미늄 압출/가공제품"
국일신동,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","동 압연, 압출 및 연신제품 제조업",황동봉
삼보산업,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업",알미늄괴
남선알미늄,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업",알미늄샷시 제조/환경사업
삼아알미늄,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 압연, 압출 및 연신제품 제조업","알루미늄 압연, 압출 및 연신제품 제조업","알루미늄박지,은박지,은박가공품,알페이스트 제조,도매,수출"
영풍,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업","제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역"
고려아연,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","비철금속 제련, 정련 및 합금 제조업","연 및 아연 제련, 정련 및 합금 제조업","연,아연괴 제조,판매"
서원,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",비철금속 주조업,기타 비철금속 주조업,"비철금속(황동 빌레트,인코트) 제조,재생원료생산"
한국카본,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","산업용 난방보일러, 금속탱크 및 유사 용기 제조업",금속탱크 및 저장용기 제조업,"탄소섬유(카본프리프레그(낚시대,테니스라켓,골프 Shaft,스포츠레저용품)),합성수지,글라스페이퍼,LNG선박용 단열판넬 제조,도매"
이건홀딩스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",제재 및 목재 가공업,제재 및 목재 가공업,창호
유니드비티플러스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",제재 및 목재 가공업,표면 가공 목재 및 특정 목적용 제재목 제조업,MDF 등
한솔홈데코,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재",제재 및 목재 가공업,제재 및 목재 가공업,"PB,MDF,바닥재,강화,재생목재,LPM,제재목 제조,도소매,무역/임업,벌목관련 사업"
삼륭물산,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","종이포대, 판지상자 및 종이용기 제조업",식품 위생용 종이 상자 및 용기 제조업,카톤팩
한국팩키지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","종이포대, 판지상자 및 종이용기 제조업",식품 위생용 종이 상자 및 용기 제조업,"카톤팩, 골판지 상자"
한창제지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",크라프트지 및 기타 상자용 판지 제조업,"마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입"
한솔제지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",인쇄용 및 필기용 원지 제조업,"인쇄용지, 산업용지, 특수지 제조 및 판매"
대양제지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",기타 종이 및 판지 제조업,
무림SP,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",인쇄용 및 필기용 원지 제조업,"아트지,CCP지"
한국제지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",크라프트지 및 기타 상자용 판지 제조업,"백판지,마니라판지,지류,하수처리기계 제조/상하수도설비공사,수질오염방지시설공사"
아크솔루션스,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업","펄프, 종이 및 판지 제조업",화장품
무림페이퍼,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",인쇄용 및 필기용 원지 제조업,"지류,아트지,백상지 제조"
페이퍼코리아,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",신문용지 제조업,"제지(신문용지,중질지),합판 제조,건설,석유류 판매"
삼정펄프,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업","펄프, 종이 및 판지 제조업","지류화장지,안면용,위생용 티슈 제조,판매"
삼보판지,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업","펄프, 종이 및 판지 제조업","골판지,골판지상자"
깨끗한나라,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",기타 종이 및 판지 제조업,"펄프,판지원지,화장지 제조,수출입"
무림P&P,소재,소재,"화학, 건축소재, 용기 및 포장, 금속 및 광물, 종이 및 목재","펄프, 종이 및 판지 제조업",펄프 제조업,"표백화학펄프(B.K.P) 제조,목재가공,조림사업"
율촌화학,소재,소재,"건축자재, 건설, 전기장비, 복합 산업, 기계, 무역, 조선",포장용 플라스틱제품 제조업,"플라스틱 포대, 봉투 및 유사제품 제조업","연포장재,필름,골판지상자,합성수지,플라스틱일반성형제품 제조"
삼양패키징,소재,소재,"건축자재, 건설, 전기장비, 복합 산업, 기계, 무역, 조선",포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업,PET 용기 및 아셉틱 OEM
펌텍코리아,소재,소재,"건축자재, 건설, 전기장비, 복합 산업, 기계, 무역, 조선",포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업,화장품 용기
NPC,소재,소재,"건축자재, 건설, 전기장비, 복합 산업, 기계, 무역, 조선",포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업,"산업용기프라스틱제품(플라스틱 파렛트,시트 파렛트) 제조,판매"
연우,소재,소재,"건축자재, 건설, 전기장비, 복합 산업, 기계, 무역, 조선",포장용 플라스틱제품 제조업,포장용 플라스틱 성형용기 제조업,
한국쉘석유,에너지,에너지,"에너지 시설 및 서비스, 석유 및 가스",석유 정제물 재처리업,윤활유 및 그리스 제조업,"윤활유,그리스 제조,도매"
미창석유,에너지,에너지,"에너지 시설 및 서비스, 석유 및 가스",석유 정제물 재처리업,윤활유 및 그리스 제조업,"윤활유,고무배합유,전기절연유 제조,판매,수출입"
