Symbol,Company,지배주주지분(천원),매출액(직전4분기)(천원),지배주주순이익(직전4분기)(천원),총자본(천원),매출액(직전4분기)(천원),당기순이익(직전4분기)(천원)
A003830,대한화섬,,,,"712,497,278","134,004,280","4,787,672"
A052420,오성첨단소재,"232,798,213","116,081,011","15,856,927","233,563,793","107,017,937","15,303,753"
A007210,벽산,"267,902,191","643,930,781","29,867,106","245,080,881","456,228,536","26,946,318"
A262260,에이프로,"72,937,586","231,036,244","8,268,626","81,707,285","229,052,079","11,332,073"
A024090,디씨엠,,,,"248,583,299","225,733,082","-15,876,807"
A060560,홈센타홀딩스,"160,243,146","410,600,061","19,357,114","114,954,120","33,273,987","5,066,281"
A052260,현대바이오랜드,"138,329,255","105,484,751","7,924,605","137,231,276","100,207,622","-4,151,134"
A164060,이루다,"55,257,356","58,374,071","-4,363,877","55,703,009","57,680,615","-3,551,229"
A017370,우신시스템,"100,163,749","242,513,417","5,641,027","113,520,588","102,885,081","16,389,801"
A139990,아주스틸,"221,414,870","1,002,788,316","-28,544,351","214,903,142","532,063,395","-25,963,907"
A059270,해성에어로보틱스,,,,"39,711,594","13,671,434","-1,285,010"
A072870,메가스터디,"307,565,696","112,766,439","23,951,406","264,679,374","60,060,534","15,153,497"
A003720,삼영,"67,378,292","120,223,027","18,401,121","67,487,352","83,220,763","18,401,121"
A900250,크리스탈신소재,"426,018,392","87,054,717","7,855,379",,,
A080580,오킨스전자,"36,222,715","60,152,318","1,039,783","38,315,914","59,365,993","1,191,537"
A417500,제이아이테크,"68,067,999","41,210,053","3,728,767","68,721,082","40,474,594","4,794,877"
A054620,APS,"215,022,692","40,274,467","23,790,259","191,049,272","15,149,501","11,198,500"
A228850,레이언스,"242,839,467","141,120,893","20,962,796","234,801,792","113,245,892","13,879,247"
A001020,페이퍼코리아,"294,675,068","328,238,078","14,313,716","287,134,529","256,419,325","30,910,985"
A004080,신흥,"113,835,606","110,025,228","8,565,710","111,345,867","109,858,930","8,748,666"
A045660,에이텍,"92,921,511",,,"93,023,011","73,940,374","4,973,077"
A038390,레드캡투어,"204,456,543","355,022,148","19,878,135","203,031,753","343,353,135","19,424,725"
A215090,휴센텍,,,,"25,362,833","18,736,773","-10,279,051"
A124560,태웅로직스,"227,485,060","786,164,952","23,029,675","203,165,397","595,021,783","16,314,914"
A140670,알에스오토메이션,"34,543,294","70,893,442","-8,033,096","34,646,841","69,945,530","-8,006,452"
A024900,덕양산업,"96,452,236","1,910,482,000","8,978,565","86,355,588","1,878,146,445","9,443,466"
A013580,계룡건설,"809,884,438","3,112,681,644","51,021,262","761,781,235","2,115,597,391","45,421,437"
A012700,리드코프,"411,265,433","488,454,504","3,252,879","371,110,570","486,885,755","37,291,571"
A269620,시스웍,"-7,741,815","16,184,620","-4,591,175","-9,834,118","12,618,900","-4,630,310"
A047820,초록뱀미디어,"275,534,150","228,039,683","-31,345,867","306,648,872","74,440,909","-23,807,575"
A215360,우리산업,"100,020,784","471,389,673","17,774,020","99,456,926","455,079,062","17,523,661"
A039340,한국경제TV,"176,060,440","86,269,837","11,170,010","159,242,056","84,948,125","8,506,150"
A091440,한울소재과학,"44,881,411","31,475,108","-7,098,734","40,211,593","29,740,799","-5,596,379"
A162300,신스틸,"72,100,881","334,466,393","6,228,914","72,100,881","222,070,122","6,228,914"
A393210,토마토시스템,,,,"27,051,076","25,499,933","1,635,542"
A007330,푸른저축은행,,,,"307,801,960","86,366,385","11,058,856"
A089470,HDC현대EP,"321,609,504","992,831,443","21,937,329","263,704,855","804,526,365","9,844,259"
A105550,엣지파운드리,"76,681,562","36,707,859","-22,862,364","80,089,110","36,707,859","-16,327,127"
A131030,옵투스제약,,,,"135,496,114","74,206,131","11,113,686"
A123690,한국화장품,"28,211,095","84,596,644","5,001,894","28,947,923","11,226,203","6,104,048"
A226340,본느,"38,046,177","79,346,071","1,578,836","42,624,680","46,183,745","962,691"
A040300,YTN,,,,"232,984,269","128,564,401","-9,163,641"
A300080,플리토,"10,630,947","17,206,979","-5,600,207","11,176,573","14,745,489","-4,771,922"
A372910,한컴라이프케어,"127,228,149","117,797,810","2,331,542","129,936,079","112,623,031","4,129,113"
A368770,파이버프로,"32,587,390","21,839,077","3,647,486","32,581,137","21,692,714","3,643,300"
A066590,우수AMS,"84,251,894","348,312,681","11,910,184","92,423,930","271,657,660","12,017,571"
A014470,부방,"160,185,489","342,102,604","-24,862,696","153,968,765","3,739,783","-25,855,886"
A017550,수산중공업,"177,843,583","201,499,643","12,989,161","141,813,755","85,860,765","8,328,554"
A001380,SG글로벌,"145,435,906","100,506,354","21,916,339","140,265,273","97,457,571","17,420,032"
A039560,다산네트웍스,"293,340,900","104,336,542","-91,074,907","288,814,917","41,441,148","-38,546,595"
A311320,지오엘리먼트,,,,"51,642,957","19,706,005","2,732,597"
A108380,대양전기공업,"229,382,893","163,544,023","10,361,984","218,438,840","143,985,788","9,797,758"
A008260,NI스틸,,,,"240,343,164","348,763,220","44,058,659"
A291230,엔피,"29,084,413","31,499,168","-2,722,971","30,387,259","12,473,487","-3,682,466"
A066700,테라젠이텍스,"160,257,779","231,953,616","26,209,360","140,079,683","133,824,025","7,449,212"
A214330,금호에이치티,"321,163,600","405,688,700","-17,752,109","292,360,887","281,575,729","-37,258,136"
A013310,아진산업,"304,178,465","740,381,743","34,516,582","302,091,396","358,225,116","32,429,513"
A200350,래몽래인,"68,774,527","37,175,273","-9,354,801","68,750,880","37,201,598","-9,550,127"
A003460,유화증권,,,,"511,521,545","13,262,766","7,554,715"
A012800,대창,"217,065,598","1,308,430,442","-16,307,487","206,065,147","513,386,525","-11,844,298"
A033180,KH 필룩스,"435,397,429","140,844,181","-116,522,629","443,835,880","39,774,945","-7,254,904"
A021080,에이티넘인베스트,,,,"174,272,335","138,223,301","21,236,699"
A300120,라온피플,"42,920,402","42,552,491","-8,674,147","43,436,657","10,219,608","-7,888,541"
A060310,3S,,,,,,
A054050,농우바이오,"261,231,896","133,206,857","11,035,373","243,774,891","102,347,068","7,763,028"
A356680,엑스게이트,,,,"40,595,768","44,549,967","6,565,886"
A004830,덕성,"86,941,151","109,232,618","5,108,041","86,572,585","102,727,637","5,512,290"
A005710,대원산업,"450,435,668","777,525,925","39,802,648","408,191,962","721,912,534","34,698,234"
A086820,바이오솔루션,,,,"38,767,016","12,343,752","-3,669,981"
A041440,현대에버다임,"179,963,292","329,116,498","1,835,375","176,777,424","309,031,245","4,347,695"
A000440,중앙에너비스,"55,260,970","52,894,589","-709,676","55,186,266","52,881,182","-721,064"
A138080,오이솔루션,"104,500,924","38,603,160","-34,490,411","104,207,484","38,602,596","-33,433,054"
A089850,유비벨록스,"122,395,250","564,951,905","19,240,901","131,445,723","120,922,796","6,561,878"
A170920,엘티씨,"89,951,623","135,460,828","-20,772,990","100,347,367","30,332,124","-11,519,634"
A095190,이엠코리아,"75,871,286","107,784,215","-1,881,319","91,888,173","101,554,169","-8,001,398"
A002210,동성제약,,,,"39,553,603","89,852,954","-3,008,894"
A419080,엔젯,,,,"49,025,617","8,461,882","-855,139"
A042510,라온시큐어,"43,385,267","54,217,129","1,156,378","42,855,243","38,905,982","-1,209,541"
A026150,특수건설,"104,379,956","234,271,821","-1,938,735","104,379,956","232,924,049","-1,938,735"
A120030,조선선재,,,,"148,546,683","61,170,983","12,233,895"
A159010,아스플로,"59,248,747","90,645,932","2,720,979","59,248,747","90,404,732","2,720,979"
A018000,유니슨,"51,673,817","95,058,699","-30,899,594","57,278,201","94,328,542","-35,775,153"
A100700,세운메디칼,"136,319,963","67,205,149","14,849,390","136,319,963","65,350,753","14,849,390"
A066620,국보디자인,"231,357,315","419,657,460","30,271,951","214,136,771","375,999,474","31,726,322"
A014160,대영포장,,,,"178,581,767","282,635,564","7,897,477"
A261780,차백신연구소,,,,"34,020,799","542,914","-1,471,762"
A163560,동일고무벨트,"222,763,975","351,548,219","9,474,786","222,394,614","342,135,950","10,162,431"
A361390,제노코,,,,"33,676,143","55,489,450","-163,369"
A284620,카이노스메드,"9,457,797","335,496","-14,345,179","13,732,080","335,496","-10,358,952"
A256940,케이피에스,"65,644,455","113,335,289","12,384,906","57,630,150","5,763,127","-630,926"
A092460,한라IMS,"161,771,129","79,906,782","75,266,754","160,520,977","78,536,206","75,227,780"
A009070,KCTC,"279,638,387","820,723,251","27,303,446","220,496,884","636,371,712","17,382,004"
A151910,퓨처코어,"36,125,502","51,077,250","-9,055,586","38,287,156","30,113,118","-2,570,795"
A267320,나인테크,"82,861,164","134,979,174","9,441,729","82,096,720","126,446,689","12,334,911"
A264660,씨앤지하이테크,"109,564,702","180,119,769","10,973,261","110,067,720","180,011,372","11,443,530"
A014710,사조씨푸드,"227,166,495",,,"227,170,777","177,379,684","-18,511,183"
A008700,아남전자,"111,880,156","306,622,258","6,711,317","111,880,199","281,289,727","6,711,317"
A178780,일월지엠엘,"13,752,876","29,733,417","-5,194,758","13,797,576","23,443,324","-5,194,758"
A366030,공구우먼,,,,"65,217,741","52,080,492","9,632,249"
A004100,태양금속,"113,407,218","623,984,498","3,844,473","118,549,269","378,108,186","3,877,469"
A063160,종근당바이오,,,,"125,736,303","162,192,187","-18,455,400"
A077500,유니퀘스트,"219,842,381","675,001,200","16,092,836","220,153,854","675,176,104","22,251,140"
A061040,알에프텍,"238,137,983","311,687,574","3,300,683","145,509,400","114,495,793","-16,755,207"
A017900,광전자,"232,225,239","124,758,878","2,159,918","231,291,227","122,156,643","2,082,533"
A140070,서플러스글로벌,"184,980,355","158,903,490","822,132","178,095,982","117,085,434","-765,678"
A413630,씨피시스템,,,,,,
A320000,한울반도체,,,,"23,078,362","14,193,659","-130,934"
A260970,에스앤디,,,,"89,423,092","93,884,951","12,659,266"
A168360,펨트론,"30,997,871","68,849,075","3,958,084","30,642,711","68,686,906","4,032,270"
A264900,크라운제과,,,,"208,088,677","435,861,003","23,942,386"
A083500,에프엔에스테크,"63,436,441","39,879,196","3,306,238","63,969,551","33,411,524","3,563,060"
A033230,인성정보,"69,634,783","369,940,291","30,288","69,860,407","155,423,143","623,298"
A006660,삼성공조,"272,350,579","121,138,119","13,311,240","236,628,870","78,648,812","13,126,363"
A389500,에스비비테크,,,,"9,336,905","4,976,268","-12,550,020"
A137950,제이씨케미칼,"161,776,350","416,408,091","12,286,928","182,387,767","353,262,896","17,186,078"
A071200,인피니트헬스케어,"143,113,359","93,908,514","22,918,197","141,515,648","49,615,846","25,954,798"
A411080,샌즈랩,,,,"39,317,824","11,898,622","-224,236"
A019440,세아특수강,"322,387,767","1,014,828,080","311,646","328,397,624","730,917,001","15,747,687"
A002720,국제약품,"88,239,045","140,498,832","-6,499,482","86,877,702","135,493,010","-6,585,436"
A074430,아미노로직스,"55,774,859","21,725,583","2,575,481","55,778,297","21,725,583","2,575,518"
A000180,성창기업지주,"570,661,343","158,830,565","-18,439,181","340,998,824","8,162,731","2,692,577"
A002700,신일전자,,,,"80,079,487","185,462,339","1,248,497"
A011560,세보엠이씨,"217,216,563","903,301,231","35,418,532","216,699,523","903,301,231","36,843,061"
A047400,유니온머티리얼,"59,323,240","117,128,197","-21,988,188","76,863,192","116,842,294","-15,609,029"
A307870,비투엔,"11,729,761",,,"12,224,851","30,467,057","-12,928,901"
A311690,CJ 바이오사이언스,"63,970,276","5,415,980","-23,009,965","67,628,216","5,078,910","-20,997,040"
A035610,솔본,"174,559,112","125,804,795","39,058,445","122,623,905","4,654,724","3,899,004"
A086960,MDS테크,"118,356,467","159,965,349","-61,181","107,413,222","100,824,988","4,859,624"
A036710,심텍홀딩스,"90,636,213","1,176,624,235","-115,214,106","135,242,648","10,781,317","-45,144,369"
A011690,와이투솔루션,"106,415,670","154,217,048","9,479,970","106,082,764","153,817,546","8,915,121"
A260930,씨티케이,"157,817,468","83,153,531","3,246,412","176,798,787","67,909,445","2,194,565"
A012600,청호ICT,"45,394,126","22,427,339","-121,565","43,482,189","21,899,206","-1,352,767"
A198440,강동씨앤엘,,,,"91,292,827","35,605,926","-13,810,575"
A061250,화일약품,,,,"175,609,288","122,956,846","3,756,590"
A036630,세종텔레콤,"328,997,103","356,275,950","41,720,799","330,369,181","244,175,983","41,711,452"
A024880,케이피에프,"216,527,404","819,549,918","20,208,906","210,769,174","286,196,474","9,259,792"
A012690,모나리자,,,,"80,707,532","128,819,878","9,339,996"
A373200,엑스플러스,,,,"3,547,677","10,086,421","-9,804,879"
A040350,크레오에스지,"33,794,084","8,533,062","-13,441,158","30,479,378","8,534,418","-14,571,522"
A257370,피엔티엠에스,,,,"24,330,844","29,305,487","-1,429,633"
A115180,큐리언트,"41,674,618","8,994,602","-19,837,999","41,567,350","11,206,227","-18,528,561"
A007110,일신석재,,,,"55,443,886","75,034,907","-658,014"
A005990,매일홀딩스,"389,579,567","2,149,771,439","51,310,941","366,506,513","17,850,475","27,562,583"
A267290,경동도시가스,"431,050,274","1,742,186,122","30,965,230","428,416,656","1,741,474,311","30,588,792"
A036010,아비코전자,"112,573,124","120,315,050","-2,906,188","112,415,567","47,964,524","3,057,727"
A058630,엠게임,"114,522,664","80,469,900","18,906,168","114,802,740","75,628,177","19,130,145"
A142210,유니트론텍,"111,415,805","647,789,385","19,902,532","111,131,564","557,976,333","18,474,969"
A086670,비엠티,"121,487,918","142,413,147","13,878,132","121,543,751","141,683,406","13,827,289"
A004310,현대약품,,,,"83,920,260","184,640,481","4,759,203"
A005960,동부건설,"552,297,586","1,916,468,568","-26,458,103","566,261,669","1,800,687,356","9,642,802"
A226330,신테카바이오,"30,755,909","126,442","-9,416,805","33,094,292","126,442","-8,307,057"
A048910,대원미디어,"99,497,222","299,851,124","1,106,550","75,814,963","219,032,066","4,738,782"
A232680,라온테크,,,,"27,794,245","33,768,920","1,900,887"
A059210,메타바이오메드,"75,675,134","84,438,346","12,096,742","76,456,317","78,018,080","11,817,267"
A069540,빛과전자,"46,472,426","19,502,381","-18,142,219","46,641,159","16,895,567","-18,156,025"
A120240,대정화금,,,,"166,426,703","92,554,383","10,583,609"
A053580,웹케시,,,,"97,321,655","71,666,343","3,824,099"
A004150,한솔홀딩스,"566,185,200","439,612,509","13,128,327","442,822,453","32,076,879","7,247,928"
A052330,코텍,"321,832,098","313,360,057","9,542,149","285,816,385","313,359,127","7,452,788"
A173130,오파스넷,"44,945,650","218,652,662","8,964,031","44,883,647","217,908,113","8,814,589"
A226400,오스테오닉,"52,025,358","29,247,184","4,549,951","52,055,415","28,532,430","4,618,858"
A187870,디바이스이엔지,"138,864,602","53,812,085","7,776,187","138,981,785","53,812,085","8,222,738"
A034590,인천도시가스,,,,"214,725,518","821,817,823","20,051,777"
A003100,선광,"365,566,078","185,083,253","30,557,238","359,551,800","94,473,526","17,734,455"
A023450,동남합성,,,,"52,131,752","171,557,637","6,593,749"
A388790,라이콤,,,,"23,775,145","16,375,294","-1,635,029"
A099750,이지케어텍,,,,,,
A043650,국순당,"231,259,676","70,387,665","1,841,543","220,674,966","68,056,168","2,315,511"
A027050,코리아나,"86,821,289","86,793,191","1,464,910","86,595,039","69,790,678","1,428,707"
A263600,덕우전자,"97,412,876","156,116,174","-10,131,691","95,027,130","127,283,202","-2,984,019"
A064240,홈캐스트,"83,544,626","71,383,558","-7,414,115","89,415,685","36,670,505","-3,009,684"
A066980,한성크린텍,"135,584,270","354,344,887","6,473,839","134,755,093","112,719,308","6,532,256"
A103840,우양,,,,"41,064,724","191,836,622","-4,643,027"
A003610,방림,"190,832,876","125,850,538","-1,314,267","190,832,876","77,529,800","-1,314,267"
A053700,삼보모터스,"337,046,522","1,468,760,441","33,110,565","162,169,946","418,788,934","1,460,694"
A023800,인지컨트롤스,"214,378,933","644,759,570","15,949,768","208,478,790","414,735,419","16,816,524"
A041930,동아화성,"156,710,306","370,923,102","14,545,574","144,276,095","124,180,651","15,950,086"
A357580,아모센스,,,,"35,589,093","105,935,006","1,128,365"
A309960,LB인베스트먼트,"110,848,984","27,422,503","5,241,552","111,115,494","27,420,927","5,543,678"
A010040,한국내화,"191,099,846","402,904,622","-14,241,043","191,099,846","269,281,891","-14,341,745"
A023000,삼원강재,,,,"242,104,166","359,967,848","16,889,558"
A041920,메디아나,"120,073,677","74,911,395","9,350,240","120,327,299","74,547,070","9,634,565"
A391710,코닉오토메이션,,,,"25,101,232","26,372,583","2,094,986"
A054780,키이스트,,,,"55,959,156","58,119,266","-6,906,767"
A330350,위더스제약,,,,"90,984,542","90,147,158","9,194,088"
A322180,티라유텍,"13,277,965","59,696,781","-7,808,637","24,223,714","41,627,949","404,038"
A090470,제이스텍,"168,080,607","74,315,891","-1,554,758","170,248,700","71,290,247","1,431,666"
A250060,모비스,"21,399,639","16,887,794","28,604","21,423,565","3,979,542","6,618,918"
A016740,두올,"209,870,387","755,274,853","21,306,598","195,147,299","343,202,250","32,727,619"
A038460,바이오스마트,"116,395,662","464,377,220","19,481,608","85,284,431","96,361,833","23,356,319"
A042500,링네트,"97,864,296","202,350,887","13,720,457","96,195,785","199,144,950","13,162,858"
A208340,파멥신,"15,465,555","112,572","-11,283,336","15,465,555","118,953","-11,449,105"
A037950,엘컴텍,"76,024,485","52,917,341","2,068,720","72,544,262","46,114,992","2,064,216"
A160600,이큐셀,"57,417,694","100,939,326","-2,664,266","57,398,905","98,749,632","-4,367,295"
A186230,그린플러스,"46,472,291","61,087,576","-14,203,519","46,992,882","61,637,028","-13,559,594"
A417790,트루엔,,,,"86,497,307","48,626,868","11,225,529"
A017510,세명전기,,,,"74,810,821","11,791,556","1,410,618"
A079980,휴비스,"260,837,572","923,641,247","-98,641,910","241,684,147","712,149,607","-92,530,425"
A055490,테이팩스,"150,928,567","144,548,734","6,130,342","94,502,953","142,463,582","5,979,300"
A289080,SV인베스트먼트,,,,,,
A347890,엠투아이,,,,"70,154,541","34,379,469","6,289,365"
A033310,엠투엔,"142,367,213","83,580,132","-2,690,843","143,019,700","78,905,576","-1,896,037"
A058400,KNN,"213,456,230","66,075,857","8,215,112","211,446,159","58,712,759","7,754,287"
A093920,서원인텍,"201,516,236","260,233,662","12,702,427","196,362,745","79,950,868","29,125,627"
A340360,다보링크,,,,"16,804,399","75,891,270","-1,237,494"
A039860,나노엔텍,"53,999,065","27,060,193","-2,836,060","59,081,710","24,940,853","-2,105,161"
A019590,엠벤처투자,"131,564,048","78,777,139","74,074,005","128,095,654","74,763,797","71,691,435"
A069510,에스텍,"162,215,054","425,904,491","26,102,666","120,411,079","291,004,685","-4,084,186"
A035000,HS애드,"169,604,641","545,033,907","13,448,668","146,270,873","264,366,934","8,137,861"
A006490,인스코비,"33,448,394","103,447,654","-33,914,948","19,858,862","52,540,188","-41,582,354"
A033170,시그네틱스,"116,764,985","163,655,222","-17,236,370","116,655,212","163,655,222","-17,004,635"
A072020,중앙백신,,,,"99,964,485","42,977,984","5,814,006"
A124500,아이티센,"70,662,519","3,121,019,381","1,135,834","74,070,502","55,310,491","-4,192,949"
A018120,진로발효,"74,601,491","100,680,319","8,948,158","74,601,491","97,750,703","8,948,158"
A238090,앤디포스,"121,846,815","51,618,033","-14,575,167","134,245,725","48,045,134","-10,090,636"
A002200,한국수출포장,"294,724,732","308,152,059","18,538,851","289,359,520","303,868,131","18,430,865"
A053280,예스24,"210,436,710","650,526,350","-5,560,297","212,688,771","634,340,235","-5,702,586"
A333430,일승,"38,072,001","48,357,007","4,028,148","36,674,700","22,271,398","3,141,650"
A004890,동일산업,"408,225,191","449,190,223","-7,499,905","390,335,431","391,396,126","-11,928,011"
A255440,야스,"152,577,791","41,724,310","-2,883,211","152,577,791","41,412,665","-2,741,593"
A041590,플래스크,"25,403,047","20,747,581","-36,783,275","27,119,207","17,256,714","-40,710,255"
A382480,지아이텍,,,,"91,532,320","38,119,346","7,109,845"
A218150,미래생명자원,"44,362,412","60,420,922","166,957","45,194,154","46,168,949","707,024"
A234300,에스트래픽,"92,126,083","147,773,361","14,021,461","86,546,220","131,162,370","11,349,500"
A119850,지엔씨에너지,"123,213,898","178,075,149","13,368,002","121,998,529","157,161,640","12,830,039"
A104620,노랑풍선,"43,566,549","113,225,229","7,836,676","42,871,690","111,879,154","7,601,842"
A170030,현대공업,"145,047,984","316,387,559","11,706,528","146,522,901","301,665,124","17,538,329"
A408900,스튜디오미르,"36,841,471","23,533,310","3,299,275","37,555,318","23,504,976","3,690,528"
A053050,지에스이,,,,"95,390,062","165,715,784","5,844,150"
A078000,텔코웨어,"105,992,921","42,074,203","4,878,041","105,994,833","42,074,203","4,875,810"
A003480,한진중공업홀딩스,"356,539,000","1,187,021,000","21,406,000","307,420,000","10,090,000","4,080,000"
A032560,황금에스티,"356,075,655","344,612,611","20,284,210","253,327,862","151,345,860","6,597,471"
A175250,아이큐어,"53,563,864","57,108,426","-28,939,204","52,663,571","35,547,361","-37,334,428"
A111710,남화산업,,,,"176,566,954","23,543,293","16,404,128"
A004840,DRB동일,"383,453,667","748,469,800","12,115,979","202,126,595","17,955,861","7,940,342"
A040420,정상제이엘에스,"79,909,153","112,275,902","12,148,528","79,388,759","111,454,146","12,079,410"
A002600,조흥,"147,635,975","405,373,536","7,600,572","148,589,918","409,211,630","7,511,538"
A383930,디티앤씨알오,,,,"27,068,852","22,699,074","-22,338,012"
A159580,제로투세븐,"80,789,876","69,316,579","-178,505","82,470,791","70,079,731","1,914,990"
A073570,리튬포어스,,,,"110,395,677","14,324,874","-266,123,967"
A333620,엔시스,"60,351,301","50,099,777","3,204,762","60,341,803","50,099,777","3,208,776"
A217730,강스템바이오텍,"44,044,341","12,157,863","-20,350,064","49,246,212","5,368,763","-17,845,203"
A293580,나우IB,"91,631,531","6,720,669","734,185","91,631,531","6,708,803","734,185"
A013520,화승코퍼레이션,"182,428,251","1,617,555,204","14,857,188","202,542,272","349,067,815","22,115,514"
A408920,메쎄이상,"59,773,325","52,857,679","8,542,386","60,520,930","49,101,336","8,050,186"
A104540,코렌텍,"73,511,285","94,301,239","2,882,487","71,911,535","68,557,107","2,758,818"
A123420,위메이드플레이,"217,976,903","121,392,100","4,727,811","225,383,646","52,546,537","17,544,777"
A317770,엑스페릭스,"54,589,441","11,093,252","-4,538,571","54,963,754","10,842,170","-4,303,731"
A251630,브이원텍,"116,338,059","87,861,456","2,105,540","115,950,584","57,647,240","9,272,718"
A034300,신세계건설,"158,218,060",,,"161,088,110","1,343,368,802","-171,195,307"
A102370,케이옥션,"116,674,010","13,362,064","-6,177,365","111,800,203","11,115,898","-4,017,754"
A067570,엔브이에이치코리아,"207,364,453","1,409,395,871","3,193,023","213,465,453","557,728,792","406,807"
A227840,현대코퍼레이션홀딩스,"274,550,566","190,067,674","28,859,896","271,661,265","152,856,954","30,626,121"
A065710,서호전기,"92,274,323","62,181,860","15,935,790","90,367,583","49,664,381","15,579,438"
A036580,팜스코,"202,232,534","1,789,456,271","-49,418,906","292,318,162","1,677,260,300","30,504,370"
A294630,서남,,,,"10,203,977","5,393,134","-12,044,422"
A226440,한송네오텍,"19,021,995","11,552,422","-3,747,400","29,325,920","8,875,682","-577,829"
A001540,안국약품,"157,097,796","244,222,762","6,405,936","145,332,070","231,921,890","4,546,398"
A294140,레몬,,,,"17,204,889","10,965,046","-5,507,160"
A351330,이삭엔지니어링,"47,092,016","95,502,086","-1,134,355","46,590,341","93,863,471","-1,227,894"
A407400,꿈비,"35,528,104","31,155,671","-1,299,408","35,474,648","30,226,068","-1,423,398"
A002800,신신제약,"61,745,692","103,826,456","4,314,236","62,074,472","103,430,149","4,106,520"
A073560,우리손에프앤지,"250,488,055","275,716,739","3,274,647","151,539,698","97,507,477","8,324,360"
A002450,삼익악기,"271,233,487","234,395,556","10,693,489","188,351,725","81,130,646","3,798,744"
A206400,베노티앤알,"82,775,762","11,538,015","-21,602,974","89,191,636","9,414,501","-19,353,747"
A007820,에스엠코어,"51,555,325","160,077,397","-14,895,827","51,154,400","156,849,261","-15,183,513"
A208370,셀바스헬스케어,"60,922,190","29,547,095","5,071,462","60,277,025","27,494,494","4,648,350"
A021320,KCC건설,,,,"444,334,983","1,828,005,618","6,054,859"
A241690,유니테크노,"127,529,702","104,537,888","8,466,643","122,640,893","87,893,054","8,475,973"
A105330,케이엔더블유,"126,303,373","88,129,710","1,850,819","97,804,768","24,168,391","1,057,154"
A009780,엠에스씨,"152,721,970","185,632,949","17,704,872","148,073,420","184,207,792","17,607,950"
A141000,비아트론,"166,906,313","27,191,655","3,345,986","166,062,629","23,278,815","3,458,198"
A096630,에스코넥,"81,780,275","290,774,844","2,407,207","90,725,423","79,226,280","-7,482,747"
A019010,베뉴지,"313,795,023","67,022,871","9,869,795","274,322,502","45,449,011","11,927,968"
A027830,대성창투,,,,"86,743,136","13,730,510","4,426,750"
A900340,윙입푸드,"193,652,381","177,968,923","19,777,552",,,
A216050,인크로스,"111,928,427","45,012,459","11,699,305","111,263,389","39,236,537","11,826,908"
A052790,액토즈소프트,"246,002,069","84,110,411","36,689,442","188,358,241","48,422,002","47,822,446"
A066410,버킷스튜디오,"181,009,616","18,499,176","-5,096,330","84,440,229","12,782,063","-10,525,817"
A007280,한국특강,,,,"225,506,443","811,313,352","23,534,216"
A095270,웨이브일렉트로,"60,122,972","84,487,467","3,647,037","55,558,408","53,649,359","-5,162,472"
A039610,화성밸브,"90,493,769","90,323,900","7,011,152","90,546,178","84,891,587","6,756,702"
A004720,팜젠사이언스,"235,451,080","171,687,383","6,209,647","116,119,610","171,689,783","8,623,024"
A067370,선바이오,,,,"26,807,770","12,431,113","4,175,160"
A014790,HL D&I,"466,990,895","1,633,818,837","36,869,634","441,405,382","1,546,112,006","40,611,244"
A105740,디케이락,"131,236,229","107,696,010","7,309,008","133,015,005","98,360,973","6,587,486"
A101170,우림피티에스,"90,546,966","63,066,241","5,240,120","90,408,355","63,066,241","5,155,663"
A041910,폴라리스AI파마,,,,"113,515,305","61,166,987","1,079,762"
A006090,사조오양,,,,"225,197,809","400,939,996","21,410,140"
A004910,조광페인트,"176,746,727","250,432,772","10,522,903","183,304,514","244,121,842","6,675,177"
A263690,디알젬,"81,128,567","117,066,159","10,570,319","84,067,845","115,328,299","11,548,578"
A017040,광명전기,"123,315,502","167,234,089","9,699,509","117,375,423","161,084,628","10,438,537"
A053450,세코닉스,"125,395,262","503,740,839","9,777,220","98,722,021","420,807,475","14,998,673"
A059120,아진엑스텍,,,,"42,941,869","24,437,178","448,785"
A263050,유틸렉스,"54,514,457","410,181","-26,548,621","49,461,423","813,129","-26,378,983"
A065530,와이어블,"73,704,558","78,830,348","3,115,256","74,227,015","78,411,748","3,637,713"
A027580,상보,"62,187,100","62,843,327","-27,801","65,117,661","62,414,024","84,500"
A054800,아이디스홀딩스,"277,613,242","742,640,495","19,219,715","166,098,099","8,589,870","4,571,760"
A306620,네온테크,"43,171,016","119,454,068","-2,473,531","42,993,982","25,087,016","-6,045,204"
A053260,금강철강,"125,888,058","217,875,708","3,597,546","124,587,854","216,998,778","4,779,659"
A006140,피제이전자,,,,"126,067,301","164,126,072","7,749,975"
A043260,성호전자,"111,203,262","233,015,963","16,255,031","109,003,091","173,346,050","17,363,667"
A093190,빅솔론,"176,596,652","102,604,213","7,596,607","172,556,637","87,563,711","8,247,263"
A067830,세이브존I&C,,,,"476,675,657","123,788,370","13,133,538"
A005740,크라운해태홀딩스,"321,365,054","1,041,152,224","23,364,516","296,517,886","17,621,205","12,687,504"
A122310,제노레이,"95,456,098","103,605,058","12,596,849","95,763,315","100,388,169","13,902,278"
A050110,캠시스,"87,384,793","448,769,228","-12,272,606","97,111,205","285,053,707","-13,439,961"
A101140,인바이오젠,,,,"157,214,169","5,717,113","13,085,927"
A378800,샤페론,"14,073,169",,,"14,866,592","215,251","-14,152,229"
A032850,비트컴퓨터,"66,713,689","35,393,860","5,317,938","66,364,366","33,701,627","5,287,990"
