Symbol,Company,지배주주지분(천원),매출액(직전4분기)(천원),지배주주순이익(직전4분기)(천원),총자본(천원),매출액(직전4분기)(천원),당기순이익(직전4분기)(천원)
A036620,감성코퍼레이션,,,,"84,236,551","184,012,960","25,430,439"
A044490,태웅,,,,"519,078,992","428,911,476","38,186,926"
A126700,하이비젼시스템,"237,992,703","359,445,218","54,156,295","212,666,339","319,722,058","50,242,832"
A005160,동국산업,"382,541,145","743,717,092","675,750","411,317,768","383,765,358","15,672,995"
A045100,한양이엔지,"549,213,540","1,079,598,751","81,685,862","457,470,792","952,089,246","79,273,312"
A441270,파인엠텍,"154,546,749","398,484,372","12,598,536","155,711,236","124,693,959","19,228,996"
A051370,인터플렉스,"236,188,516","459,486,130","39,222,144","234,605,842","279,338,499","37,881,397"
A005390,신성통상,"413,803,046","1,507,505,780","66,482,506","411,149,780","1,504,306,954","66,054,203"
A072710,농심홀딩스,"1,153,675,967","828,850,936","83,012,381","579,123,635","21,767,505","17,686,434"
A060150,인선이엔티,"346,105,671","211,984,504","-811,142","335,492,526","104,472,029","-852,824"
A119610,인터로조,"183,943,089","124,240,897","11,513,454","180,476,719","122,566,089","11,120,459"
A051360,토비스,"198,561,627","498,843,743","21,142,604","227,278,765","425,066,421","21,674,403"
A094480,갤럭시아머니트리,"113,340,995","134,768,746","-679,632","119,274,800","135,522,173","6,151,868"
A136480,하림,"297,095,290","1,401,848,133","15,301,357","288,670,148","1,351,023,137","12,823,506"
A000680,LS네트웍스,"512,563,960","676,459,449","-4,239,723","567,500,363","218,744,988","-718,898"
A101730,위메이드맥스,"83,496,974","69,020,611","3,027,585","91,406,348","8,818,757","3,498,496"
A041830,인바디,"253,798,657","175,753,648","35,171,840","240,600,838","116,851,202","39,590,541"
A138580,비즈니스온,"75,748,990","51,448,671","15,629,218","75,956,323","20,681,777","9,764,302"
A267980,매일유업,"545,584,199","1,777,871,427","58,747,391","586,179,772","1,707,887,468","69,192,780"
A126720,수산인더스트리,"493,717,885","318,421,262","44,259,188","490,590,607","209,797,464","43,450,482"
A000430,대원강업,"515,199,373","1,116,150,374","34,199,722","451,531,171","760,781,589","30,783,060"
A035150,백산,"219,268,597","430,242,614","48,471,262","196,436,811","224,530,985","41,991,297"
A005690,파미셀,,,,"79,064,244","54,095,103","1,514,448"
A348340,뉴로메카,"18,519,129","16,414,066","-21,188,606","18,277,226","16,328,403","-21,493,861"
A034120,SBS,"883,915,753","988,797,703","53,266,415","715,784,014","839,686,625","20,578,018"
A089970,브이엠,"120,645,882","23,226,775","-11,809,322","121,112,867","23,226,775","-11,019,127"
A058820,CMG제약,"192,483,161","93,766,404","6,000,368","192,772,069","92,620,504","6,364,119"
A025770,한국정보통신,"278,313,554","756,422,381","30,578,491","277,544,750","749,312,350","32,400,241"
A425040,티이엠씨,"177,468,751","224,668,934","18,821,965","174,778,665","108,608,507","16,868,761"
A118990,모트렉스,"219,535,058","495,181,943","31,183,214","185,939,722","302,355,550","17,191,870"
A084110,휴온스글로벌,"509,309,632","786,296,916","42,621,248","371,230,163","40,754,796","16,653,920"
A243840,신흥에스이씨,"343,363,837","566,559,313","26,193,000","286,280,651","167,685,653","21,200,832"
A078150,HB테크놀러지,"332,141,091","94,432,836","63,702,422","301,144,022","118,406,353","57,999,151"
A388720,유일로보틱스,,,,"20,631,636","32,660,782","-19,894,153"
A013890,지누스,"624,488,214","875,423,114","-13,605,525","491,663,154","301,391,993","17,627,370"
A334970,프레스티지바이오로직스,,,,"89,374,088","2,646,285","-30,224,816"
A001940,KISCO홀딩스,"1,102,273,555","1,384,855,977","84,255,072","551,094,547","25,617,180","23,015,822"
A033790,스카이문스테크놀로지,,,,"21,803,664","9,596,262","-1,730,434"
A033640,네패스,"143,176,084","492,313,828","-81,411,164","118,944,102","339,361,822","-113,033,526"
A039840,디오,"197,382,890","149,522,185","-3,796,580","202,927,556","117,031,337","4,540,785"
A035890,서희건설,"898,791,835","1,495,581,927","162,712,902","933,684,029","1,464,562,203","148,881,460"
A036200,유니셈,"218,334,535","235,545,008","18,112,291","213,898,486","225,432,141","16,526,576"
A054950,제이브이엠,"183,044,942","159,587,765","27,650,283","185,186,152","138,969,797","25,569,377"
A200710,에이디테크놀로지,"148,585,437","112,642,490","-11,550,677","149,911,772","70,448,421","-10,252,938"
A060720,KH바텍,"245,280,667","382,085,595","22,976,284","244,805,545","36,634,429","22,976,283"
A298690,에어부산,,,,"207,548,806","949,604,096","111,211,525"
A035600,KG이니시스,"454,637,721","1,388,951,265","79,662,290","359,299,703","767,202,675","51,717,136"
A001250,GS글로벌,"433,471,164","3,875,771,120","30,120,995","396,337,170","3,463,005,986","63,060,935"
A050890,쏠리드,"288,043,741","331,799,357","45,650,992","293,634,158","239,557,940","46,245,466"
A078350,한양디지텍,"141,244,632","536,917,266","16,788,904","137,046,866","536,869,809","13,787,660"
A024720,콜마홀딩스,"596,341,096","660,727,325","-16,395","380,290,778","40,208,378","6,907,854"
A006390,한일현대시멘트,,,,"382,221,929","495,397,861","38,934,785"
A425420,티에프이,"86,136,052","82,722,379","10,736,108","85,252,077","79,620,682","10,945,389"
A100790,미래에셋벤처투자,"356,277,678","271,104,490","35,086,680","314,515,449","58,994,975","26,918,818"
A299900,위지윅스튜디오,"214,984,385","122,361,239","-22,328,668","218,168,147","11,319,832","-4,763,501"
A950170,JTC,,,,,,
A041960,코미팜,"56,918,514","45,615,512","-2,384,407","72,087,594","46,009,349","1,618,879"
A053610,프로텍,"281,181,709","156,599,485","17,101,277","267,953,604","105,021,684","17,913,234"
A003800,에이스침대,"653,406,747","318,977,863","55,661,917","654,547,287","315,878,133","55,126,587"
A095700,제넥신,"288,066,143","5,807,929","-54,525,324","315,383,125","5,471,336","-39,833,696"
A084010,대한제강,"748,501,832","1,332,999,394","86,384,342","748,595,435","881,818,737","85,984,992"
A263720,디앤씨미디어,"82,896,499","64,154,413","5,272,458","85,098,848","35,977,006","3,712,708"
A108490,로보티즈,"97,178,508","30,153,962","-3,430,864","95,476,808","27,513,992","-3,857,912"
A226320,잇츠한불,"375,177,794","139,309,319","10,233,123","392,140,363","33,799,190","8,970,713"
A092040,아미코젠,"173,613,719","155,880,838","-30,708,804","174,643,501","40,438,361","-25,306,583"
A077360,덕산하이메탈,"296,816,519","168,499,159","8,866,354","214,319,567","83,322,979","-8,588,325"
A092870,엑시콘,"144,303,310","65,870,453","-2,273,243","123,792,102","65,870,453","-512,046"
A011760,현대코퍼레이션,"616,398,779","6,423,112,376","91,225,045","613,804,885","4,708,146,050","91,727,157"
A122900,아이마켓코리아,"347,441,301","3,479,915,955","16,628,367","386,167,466","2,436,553,061","15,983,809"
A272550,삼양패키징,"366,133,379","434,778,500","26,556,477","365,169,971","423,508,029","24,934,606"
A018310,삼목에스폼,"599,461,721","462,787,565","138,687,811","578,995,450","414,491,973","135,180,171"
A002320,한진,"1,397,840,936","2,844,639,197","23,558,666","1,436,513,796","2,410,253,575","1,031,460"
A322000,HD현대에너지솔루션,"352,252,857","502,897,335","-26,338,136","347,723,993","471,749,818","-36,235,317"
A009680,모토닉,"444,624,784","254,956,969","29,155,133","444,800,409","254,956,969","28,532,956"
A293780,압타바이오,"57,515,042",,,"57,560,096","941,612","-11,514,931"
A214680,디알텍,"82,829,444","86,598,434","-10,032,712","83,012,674","79,588,656","-9,565,162"
A004430,송원산업,"711,880,000","1,018,560,000","30,883,000","641,846,000","793,353,000","8,158,000"
A216080,제테마,"70,165,203","62,550,969","14,196,311","73,490,162","62,194,451","17,041,897"
A001500,현대차증권,"1,277,780,000","254,635,000","44,509,000","1,270,192,000","253,623,000","43,706,000"
A005010,휴스틸,"1,098,703,670","687,171,324","44,839,691","932,254,688","586,126,260","97,887,641"
A016580,환인제약,"362,483,111","236,463,335","31,727,046","362,304,504","234,286,973","31,676,682"
A054450,텔레칩스,"237,054,442","190,585,084","47,596,157","237,107,425","190,585,084","47,649,141"
A000480,CR홀딩스,"577,177,167","822,196,473","2,590,355","531,961,222","6,943,442","-9,862,955"
A000540,흥국화재,,,,"1,098,620,000","2,526,054,000","267,462,000"
A097230,HJ중공업,"354,787,000","2,224,633,000","-75,621,000","355,361,000","2,223,825,000","-75,141,000"
A023410,유진기업,"989,614,650","1,460,583,831","50,605,221","1,014,525,586","953,051,651","73,384,108"
A108230,톱텍,"398,383,981","749,474,145","87,013,540","398,312,991","728,401,561","91,375,939"
A102120,어보브반도체,"104,660,333","233,367,801","-7,420,424","130,081,604","149,532,084","6,254,706"
A017390,서울가스,"1,082,405,064","1,689,484,543","27,021,884","1,066,550,105","1,690,902,997","26,451,105"
A298830,슈어소프트테크,"81,044,155","69,446,018","3,494,470","80,231,608","48,437,939","3,031,398"
A217270,넵튠,"389,617,061","105,264,187","3,161,045","402,527,386","22,416,534","-25,148,835"
A006340,대원전선,"102,764,157","521,474,559","10,477,113","103,367,837","513,738,994","10,477,113"
A003580,HLB글로벌,"83,699,364","91,007,028","-19,702,019","86,665,861","50,530,126","-23,697,718"
A102940,코오롱생명과학,"159,690,047","131,823,499","-30,609,631","159,652,069","131,643,892","-31,015,463"
A126340,비나텍,"66,106,636","56,278,428","2,771,908","55,407,397","56,015,428","-2,039,940"
A138490,코오롱ENP,"285,361,008","457,492,489","33,482,164","280,827,604","452,484,711","28,868,178"
A357550,석경에이티,"36,303,313","12,395,097","3,409,246","36,040,673","12,309,905","3,344,845"
A214430,아이쓰리시스템,,,,"91,386,959","122,603,286","13,620,745"
A078020,LS증권,"870,781,143","160,825,344","29,596,516","870,890,902","160,844,068","29,630,950"
A005500,삼진제약,,,,"258,243,970","294,658,157","13,242,884"
A371950,풍원정밀,"51,939,452","43,579,150","-23,793,410","51,807,265","40,728,915","-23,837,389"
A056080,유진로봇,,,,"38,256,571","34,954,476","-4,436,144"
A100120,뷰웍스,"222,673,499","225,970,006","17,500,423","224,007,526","213,594,751","15,978,018"
A001630,종근당홀딩스,"565,034,913","915,184,549","43,598,441","365,177,405","27,399,535","13,238,666"
A235980,메드팩토,"62,013,365",0,"-30,632,279","62,013,365",0,"-30,632,279"
A090360,로보스타,"90,230,988","106,596,686","2,021,784","90,351,372","105,818,994","3,379,521"
A083650,비에이치아이,"103,468,935","356,854,759","12,753,290","105,619,216","344,042,072","12,884,040"
A001790,대한제당,"552,720,920","1,344,998,781","28,886,716","520,463,976","1,022,722,918","19,780,651"
A058430,포스코스틸리온,"357,796,543","1,188,720,181","29,394,778","353,606,343","1,162,655,888","37,470,731"
A174900,앱클론,,,,"21,693,732","2,643,243","-16,190,626"
A001230,동국홀딩스,"1,633,584,000","1,810,440,063","342,521,573","667,862,623","35,469,970","-362,434,147"
A086390,유니테스트,"137,888,432","140,480,738","-82,308","127,106,202","122,615,374","1,918,610"
A001780,알루코,"292,954,056","593,053,512","19,483,443","243,544,702","292,562,506","-618,661"
A001510,SK증권,"630,861,859","243,680,393","-3,376,371","598,243,293","203,632,094","-22,665,810"
A034830,한국토지신탁,"979,016,197","280,111,817","-10,005,550","866,411,756","196,472,106","29,803,897"
A064290,인텍플러스,"54,156,575","82,994,143","-8,970,137","53,549,852","82,994,143","-9,283,668"
A270660,에브리봇,,,,"64,502,498","30,876,271","1,836,326"
A102460,이연제약,"246,165,048","151,055,569","1,902,133","248,135,893","151,055,569","4,646,983"
A003350,한국화장품제조,,,,"56,417,938","117,564,701","8,881,982"
A000490,대동,"462,967,514","1,394,980,619","124,807","351,840,626","984,607,259","28,702,292"
A015360,예스코홀딩스,"472,331,645","1,397,144,424","15,233,456","445,149,287","92,660,287","18,835,961"
A029460,케이씨,"800,409,827","746,370,411","47,300,184","617,224,528","151,302,377","22,678,714"
A064260,다날,"291,004,476","293,263,017","-22,391,167","317,803,479","241,740,468","-23,643,484"
A084680,이월드,,,,"235,653,801","114,337,778","-10,653,333"
A270520,지오릿에너지,"57,384,044","17,196,125","-14,621,541","58,759,516","17,196,125","-14,974,971"
A290550,디케이티,"147,547,619","328,628,378","13,799,686","87,412,737","109,546,963","6,510,392"
A004560,현대비앤지스틸,"495,125,161","956,631,740","-12,734,720","484,426,949","955,594,461","-16,774,071"
A307750,국전약품,"96,870,579","129,429,106","1,351,481","97,780,765","128,811,954","1,927,707"
A001270,부국증권,"761,702,105","173,566,606","53,121,961","709,543,286","147,129,374","39,544,144"
A064090,웨스트라이즈,"47,929,244","4,343,852","6,622,678","48,464,719","3,914,299","4,730,924"
A034810,해성산업,"747,727,987","2,269,991,389","-28,450,207","553,263,073","33,906,276","-203,799,253"
A030530,원익홀딩스,"999,284,122","653,268,527","-58,372,045","642,812,333","281,169,183","-16,702,798"
A126600,BGF에코머티리얼즈,"347,247,188","306,502,215","-7,392,422","326,439,367","171,192,803","-12,689,174"
A299030,하나기술,"110,285,339","122,415,665","-6,368,489","109,015,575","120,694,004","-5,999,049"
A007570,일양약품,"227,231,550","368,707,459","-3,436,887","195,659,726","257,184,159","10,519,353"
A323280,태성,"33,727,206","39,260,132","638,674","33,727,206","37,246,203","622,447"
A121800,비덴트,"586,015,626","9,402,911","9,550,224","588,222,234","9,407,980","11,547,014"
A002150,도화엔지니어링,"267,445,408","579,362,621","21,370,771","279,352,457","570,333,349","22,085,579"
A018470,조일알미늄,,,,"194,004,267","478,440,065","2,932,346"
A080160,모두투어,"73,519,167","218,703,796","12,221,250","72,048,344","208,736,525","16,057,779"
A061970,LB세미콘,"250,973,268","424,943,224","-11,761,339","213,111,232","256,709,302","-10,731,648"
A004360,세방,"1,090,171,527","1,217,555,191","91,199,832","640,489,493","747,525,096","34,396,532"
A005720,넥센,"1,194,733,276","3,077,624,032","78,780,592","664,591,907","473,135,963","32,525,421"
A092220,KEC,"344,063,293","216,014,144","-36,983,462","344,215,711","207,507,230","-37,893,803"
A109610,에스와이,"173,492,250","568,945,692","-11,705,730","165,780,714","409,202,988","-1,584,319"
A322510,제이엘케이,"8,978,225","1,626,847","-10,286,683","9,287,644","1,626,847","-10,270,103"
A337930,브랜드엑스코퍼레이션,"95,192,359","237,505,811","11,245,036","90,755,376","221,435,216","7,550,193"
A144960,뉴파워프라즈마,"245,233,394","385,066,678","19,866,532","219,143,927","124,093,303","22,702,183"
A096760,JW홀딩스,"126,816,114","934,659,604","14,423,427","187,602,898","87,710,018","-5,990,496"
A213500,한솔제지,"741,083,501","2,167,212,922","33,545,503","747,757,207","2,065,934,041","27,968,088"
A096040,이트론,"91,208,883","37,795,955","-25,806,204","93,838,271","24,980,367","-24,510,365"
A268600,셀리버리,"-27,195,812","14,493,873","-20,313,670","-34,851,084","-805,830","-13,265,930"
A003120,일성아이에스,,,,"371,980,781","76,109,736","-16,527,622"
A150840,인트로메딕,"10,974,646","10,631,165","-6,646,707","12,598,210","10,601,165","-9,149,492"
A117580,대성에너지,"331,099,848","989,944,082","18,895,949","335,731,669","988,890,440","18,743,103"
A001130,대한제분,"1,003,886,942","1,426,529,546","87,334,199","819,733,743","486,928,617","63,896,380"
A211050,인카금융서비스,"102,088,506","625,973,052","33,921,752","103,381,404","624,870,207","33,641,297"
A339770,교촌에프앤비,"189,487,555","437,850,989","17,930,399","171,432,576","418,179,237","22,953,950"
A330860,네패스아크,,,,"225,392,429","131,180,383","-24,880,183"
A100840,SNT에너지,"281,933,087","311,162,492","23,376,959","270,698,958","244,947,653","14,053,340"
A012030,DB,"305,619,858","464,661,727","8,799,879","336,886,725","400,199,164","8,381,326"
A009160,SIMPAC,"571,768,746","623,351,552","-18,515,513","520,133,238","432,030,039","14,613,581"
A083310,엘오티베큠,"256,141,478","435,060,642","44,411,319","256,816,304","367,073,501","43,194,937"
A002810,삼영무역,"509,122,185","483,585,735","54,002,883","393,923,188","231,215,236","25,903,225"
A004380,삼익THK,"200,793,830","325,255,402","1,084,753","197,643,491","325,245,812","2,839,341"
A013120,동원개발,"1,049,192,355","711,411,618","31,709,573","1,049,895,592","711,411,618","31,811,476"
A053210,스카이라이프,"689,437,141","1,030,599,673","-102,207,832","709,390,866","711,201,768","-80,472,708"
A043370,피에이치에이,"739,401,426","1,159,705,881","63,569,403","526,861,645","676,100,874","61,545,693"
A214420,토니모리,"96,169,554","161,675,935","2,435,140","132,757,758","113,473,130","6,035,237"
A092230,KPX홀딩스,"945,095,985","1,203,485,362","58,897,827","539,309,931","116,622,188","35,266,122"
A322310,오로스테크놀로지,"57,152,751","42,410,749","-104,658","56,148,825","42,507,333","-190,935"
A086890,이수앱지스,,,,"61,830,721","64,057,209","-8,089,239"
A083930,아바코,"185,672,293","219,146,607","13,447,695","185,481,698","218,489,602","14,526,518"
A036220,오상헬스케어,"294,726,761","90,983,932","-3,249,121","294,700,030","91,004,121","-1,844,363"
A045970,코아시아,"96,948,831","374,945,435","-25,559,679","109,359,004","57,352,711","-24,566,291"
A047310,파워로직스,"198,944,420","748,764,925","8,621,277","188,150,526","559,871,037","668,040"
A051500,CJ프레시웨이,"284,950,397","3,108,211,534","51,391,627","224,238,210","2,680,464,198","48,802,563"
A078160,메디포스트,"305,191,672","69,144,806","5,264,901","306,388,730","71,296,549","6,639,362"
A179290,엠아이텍,,,,"96,170,375","47,724,577","13,477,502"
A053080,케이엔솔,"169,066,187","459,611,576","12,582,094","146,642,418","215,922,469","7,635,516"
A037710,광주신세계,,,,"814,654,436","179,117,913","46,769,350"
A950130,엑세스바이오,"605,520,487","144,364,849","-41,634,631","638,749,915","124,303,009","-36,947,606"
A025000,KPX케미칼,"643,768,896","902,364,135","59,705,748","605,320,271","702,573,385","69,610,908"
A052400,코나아이,"174,008,187","271,818,836","26,166,212","169,099,262","269,420,515","22,802,495"
A417010,나노팀,"49,491,978","44,892,331","3,720,908","49,919,140","45,318,796","4,143,808"
A005430,한국공항,"359,194,156","582,607,634","47,355,747","355,039,694","535,036,524","43,167,979"
A095720,웅진씽크빅,"305,113,405","882,219,223","-29,704,494","351,618,582","688,982,713","-32,408,398"
A214260,라파스,"25,801,107","26,763,167","-9,822,298","28,068,975","18,707,613","-8,192,242"
A008490,서흥,"433,184,071","604,622,420","5,232,763","327,701,394","310,896,702","9,729,910"
A032620,유비케어,"101,564,632","163,141,420","-2,936,852","122,299,229","120,275,435","3,598,872"
A089890,코세스,"68,265,429",,,"68,259,601","105,707,264","8,397,656"
A006060,화승인더,"313,941,906","1,513,523,349","-18,501,286","191,667,367","940,620,277","13,220,827"
A045390,대아티아이,"123,631,652","117,495,455","10,655,381","125,600,380","117,274,329","10,198,909"
A389260,대명에너지,"125,258,427","51,477,844","7,765,925","154,091,870","27,714,348","3,602,370"
A278650,HLB바이오스텝,"126,746,809","50,588,320","-2,806,129","124,254,060","31,538,101","-2,846,142"
A271980,제일약품,"154,963,699","705,759,254","-10,575,627","178,256,158","703,441,893","2,469,014"
A194370,제이에스코퍼레이션,"300,798,114","902,846,933","49,589,405","241,843,061","305,432,686","50,448,205"
A016590,신대양제지,"580,750,153","643,046,194","47,164,391","385,649,169","212,672,640","27,812,773"
A293480,하나제약,,,,"274,130,456","227,413,149","23,096,722"
A024850,HLB이노베이션,,,,"61,612,094","26,713,958","-619,354"
A452260,한화갤러리아,"832,108,345","514,575,188","-27,058,800","838,737,099","411,564,346","-28,618,501"
A204620,글로벌텍스프리,"92,999,034","108,121,814","-12,106,774","103,437,518","58,561,596","-3,220,362"
A039570,HDC랩스,"249,530,456","616,531,541","12,152,128","250,978,309","616,531,541","12,399,845"
A029480,광무,"206,436,903","20,516,477","99,429,165","206,506,157","20,517,227","99,487,098"
A037560,LG헬로비전,"557,600,542","1,179,863,626","-56,503,100","554,328,465","1,181,263,907","-58,345,705"
A000020,동화약품,"369,686,002","380,574,499","17,887,997","373,181,083","335,867,417","16,997,868"
A097800,윈팩,,,,"40,419,436","82,147,252","-32,810,690"
A211270,AP위성,,,,"98,263,217","60,522,286","15,514,753"
A036030,케이티알파,,,,"252,255,448","429,525,767","19,320,889"
A017890,한국알콜,"484,951,496","425,750,591","11,888,658","378,096,484","305,115,423","15,275,432"
A052020,에스티큐브,"30,476,169","6,416,439","-24,422,261","54,689,913","6,416,439","-21,054,483"
A005950,이수화학,"166,504,428","1,957,375,636","-15,438,383","331,255,952","1,344,311,579","-83,630,038"
A122990,와이솔,"350,438,692","384,713,444","14,010,864","313,525,117","186,676,015","24,522,474"
A048870,시너지이노베이션,"186,142,038","87,046,607","11,116,225","155,668,795","19,955,863","31,417,733"
A226950,올릭스,"36,452,885","15,575,913","-19,003,047","36,920,713","15,106,608","-19,831,355"
A298000,효성화학,"92,409,388","2,832,457,169","-338,498,588","715,243,182","1,963,995,734","-179,208,040"
A354320,알멕,"132,919,172","197,291,144","-10,731,126","153,615,568","165,328,300","-4,859,827"
A086980,쇼박스,"125,016,988","91,342,762","-11,086,261","124,333,137","90,828,588","-11,540,039"
A042370,비츠로테크,"210,351,585","363,985,137","-1,922,044","112,070,491","10,959,841","4,614,779"
A011810,STX,"77,934,000","839,619,000","-56,872,000","68,029,000","671,403,000","-59,596,000"
A008060,대덕,"599,596,429","1,291,435,104","10,301,497","518,631,880","13,959,167","13,581,918"
A011500,한농화성,,,,"162,042,556","223,468,668","14,439,076"
A004980,성신양회,"530,473,267","1,160,337,979","78,760,287","530,395,608","765,250,807","78,529,440"
A004090,한국석유,"177,678,192","683,406,838","14,891,224","177,614,663","354,014,443","13,880,571"
A304100,솔트룩스,"71,397,673","34,026,784","-10,254,874","78,178,279","20,686,387","-5,057,230"
A396270,넥스트칩,,,,"24,663,721","18,936,803","-26,628,171"
A071280,로체시스템즈,"112,877,645","104,560,120","8,207,718","110,164,780","104,313,536","9,372,740"
A007160,사조산업,"538,450,254","646,763,417","24,650,722","309,948,241","484,269,501","624,947"
A190510,나무가,"159,631,190","354,835,519","22,369,462","152,663,572","255,476,261","20,026,243"
A079810,디이엔티,"150,975,493","145,459,622","7,811,170","150,885,282","145,363,704","7,932,787"
A048530,인트론바이오,"93,110,478","9,422,006","-8,517,848","92,726,105","9,422,006","-9,498,381"
A002390,한독,"333,710,107","523,148,287","-26,698,925","387,364,320","516,742,304","-2,907,682"
A078520,에이블씨엔씨,"87,146,846","277,366,541","6,462,406","98,961,350","228,256,061","7,449,392"
A109070,주성코퍼레이션,"23,159,271","26,247,295","-1,019,735","23,830,956","23,903,653","-819,131"
A143240,사람인,"173,435,198","131,298,351","18,624,343","179,641,256","94,704,504","21,933,869"
A057880,푸른소나무,"1,782,120","1,402,334","-14,515,907","2,711,078","1,158,132","-13,902,818"
A092730,네오팜,"160,252,645","101,734,997","22,516,234","159,944,285","101,733,001","22,723,167"
A001460,BYC,"536,395,307","170,585,790","22,501,461","533,641,862","169,142,897","24,053,070"
A405100,큐알티,"98,578,561","54,381,767","1,777,328","104,428,801","50,508,629","4,280,203"
A138610,나이벡,,,,"30,603,410","17,578,181","-5,890,235"
A027970,한국제지,"444,118,737",,,"444,498,882","746,168,588","-56,145,905"
A900290,GRT,"724,765,223","827,352,001","60,192,414",,,
A102260,동성케미컬,"395,668,413","1,124,566,156","35,568,786","347,399,287","396,065,409","17,696,992"
A000390,삼화페인트,"303,186,775","632,110,578","19,003,428","272,868,090","559,641,888","20,945,948"
A200470,에이팩트,,,,"92,111,698","81,400,561","-19,749,775"
A033160,엠케이전자,"368,955,754","1,160,625,132","-38,738,280","141,748,426","519,786,242","1,266,953"
A071840,롯데하이마트,,,,"1,218,999,077","2,509,146,358","-36,808,300"
A036890,진성티이씨,"235,709,731","451,636,587","19,593,186","193,734,714","256,015,023","15,099,525"
A003070,코오롱글로벌,"538,169,246","2,779,321,022","-36,205,481","567,842,065","2,701,041,904","-25,939,121"
A011040,경동제약,"215,637,809","170,231,999","-18,920,145","214,410,379","167,311,291","-17,559,074"
A146320,비씨엔씨,"75,338,757","65,587,464","2,454,490","76,496,464","63,626,139","2,888,474"
A000140,하이트진로홀딩스,"527,277,909","2,524,487,313","465,551","1,024,783,013","40,367,470","6,002,342"
A054210,이랜텍,"273,425,301","702,531,110","-5,170,999","192,147,859","227,123,919","-12,342,604"
A008350,남선알미늄,"305,083,976","312,529,070","-384,505","213,314,510","312,529,070","3,240,854"
A149950,아바텍,,,,"146,222,708","82,277,704","9,963,074"
A089600,나스미디어,"208,030,785","146,739,129","16,841,213","186,679,901","109,014,099","17,239,956"
A203400,에이비온,"2,734,571","1,236,785","-27,440,173","2,734,571","1,236,785","-27,440,173"
A012320,경동인베스트,"460,472,921","309,859,688","15,542,447","298,606,164","9,882,419","2,589,747"
A217330,싸이토젠,"57,084,805","3,268,688","-14,774,856","57,380,389","1,062,510","-14,895,691"
A460850,동국씨엠,,,,"979,974,163","1,822,605,497","31,439,696"
A101930,인화정공,"211,977,829","103,987,231","53,519,190","224,679,270","70,533,071","46,195,072"
A000050,경방,"734,748,361","399,936,119","-7,930,673","757,758,250","281,995,062","-8,826,983"
A081000,일진다이아,"403,346,446","140,846,175","9,136,905","225,477,012","63,763,606","6,642,821"
A402030,코난테크놀로지,,,,"25,770,350","24,858,717","-12,989,794"
A024060,흥구석유,,,,"78,495,144","127,816,283","830,102"
A009300,삼아제약,"205,358,052","102,511,058","23,935,991","205,370,102","102,511,058","23,935,991"
A039980,폴라리스AI,"90,758,169","57,235,396","-1,998,833","91,115,329","56,095,399","-592,744"
A377450,리파인,,,,"164,430,266","69,019,276","23,069,377"
A067390,아스트,"247,058,729","167,720,083","-51,818,692","244,216,256","160,979,111","-52,478,734"
A079430,현대리바트,"407,110,674","1,720,273,390","-22,610,486","404,891,261","1,682,875,336","-23,739,905"
A033340,좋은사람들,"57,185,128","84,460,304","1,123,070","56,594,974","84,624,626","1,109,738"
A036800,나이스정보통신,"332,620,964","917,258,648","35,700,107","284,243,441","272,717,625","26,562,581"
A042600,새로닉스,"154,563,484","203,991,892","-40,568,774","52,457,578","61,569,943","-3,551,983"
A006620,동구바이오제약,"111,391,243","231,408,952","14,300,417","111,377,583","229,871,976","14,290,833"
A019680,대교,"319,144,198","654,610,106","-81,300,502","304,557,147","560,981,975","-93,626,975"
A002100,경농,"264,794,506","324,880,926","16,013,987","262,060,709","212,986,809","18,029,666"
A001520,동양,"781,873,466","855,289,471","7,690,665","759,476,324","748,150,589","6,043,832"
A038290,마크로젠,"153,748,738","131,008,591","-20,238,004","125,340,530","100,127,470","-7,410,305"
A001750,한양증권,,,,"496,418,812","158,636,170","37,631,561"
A002020,코오롱,"1,096,673,319","5,961,786,773","-23,591,613","678,533,210","77,357,075","9,332,724"
A095570,AJ네트웍스,"417,641,836","996,737,741","16,721,325","422,242,932","563,545,254","23,815,711"
A101670,하이드로리튬,,,,"89,746,694","20,593,599","-42,827,759"
A117730,티로보틱스,"30,529,401","73,434,530","-46,576,841","32,534,541","70,176,712","-46,499,738"
A254490,미래반도체,"82,437,501","392,795,683","6,184,676","82,433,522","392,795,683","6,181,684"
A083790,CG인바이츠,"137,372,976","3,738,886","-51,961,839","155,750,806","5,261,997","-57,143,199"
A079940,가비아,"147,342,697","264,819,998","16,924,355","76,195,849","87,251,060","7,392,294"
A205470,휴마시스,"280,791,979","12,342,328","-46,065,414","278,309,242","12,145,688","-39,912,594"
A036420,콘텐트리중앙,"52,068,366","1,026,852,819","-110,248,482","567,695,244","31,315,622","-44,111,748"
A048550,SM C&C,"97,342,771","129,825,362","-8,067,672","97,272,940","126,427,018","-8,242,671"
A037270,YG PLUS,"162,291,643","209,572,686","11,914,713","138,578,440","168,106,109","7,800,912"
A046440,KG모빌리언스,"344,235,071","294,170,372","48,284,874","344,396,311","245,346,895","48,237,443"
A101530,해태제과식품,"271,409,200","629,800,367","26,620,017","262,430,747","589,568,894","24,309,277"
A007860,서연,"692,844,331","4,170,724,398","118,502,086","319,006,009","23,135,965","7,525,126"
A122450,KX,"247,453,161","412,461,406","16,727,106","107,527,230","36,331,899","4,824,285"
