symbol,company,outstandingshares,treasuryshares,shares,지배주주지분,sales_ltm_c,지배주주순이익,equity,sales_ltm_s,ni,eps,bps,sps
A001390,KG케미칼,68469040,0,68469040,910650829,8810001505,83230172,222052753,200104257,12702310,185.5190317,3243.111821,2922.550937
A036620,감성코퍼레이션,90744892,0,90744892,0,0,0,84236551,184012960,25430439,280.2409969,928.2787069,2027.805157
A044490,태웅,20007381,0,20007381,0,0,0,519078992,428911476,38186926,1908.641916,25944.37483,21437.66223
A126700,하이비젼시스템,14942112,2213081,12729031,237992703,359445218,54156295,212666339,319722058,50242832,3947.105793,16707.18997,25117.54885
A005160,동국산업,54244482,2720071,51524411,382541145,743717092,675750,411317768,383765358,15672995,304.1858159,7982.968849,7448.224066
A045100,한양이엔지,18000000,1886591,16113409,549213540,1079598751,81685862,457470792,952089246,79273312,4919.710782,28390.68952,59086.76718
A441270,파인엠텍,36987901,0,36987901,154546749,398484372,12598536,155711236,124693959,19228996,519.8725929,4209.788385,3371.209385
A051370,인터플렉스,23327472,0,23327472,236188516,459486130,39222144,234605842,279338499,37881397,1623.896366,10057.06242,11974.65799
A005390,신성통상,143708390,0,143708390,413803046,1507505780,66482506,411149780,1504306954,66054203,459.6405471,2861.00053,10467.77404
A072710,농심홀딩스,4637790,0,4637790,1153675967,828850936,83012381,579123635,21767505,17686434,3813.547832,124870.6032,4693.508115
A060150,인선이엔티,46563612,1740621,44822991,346105671,211984504,-811142,335492526,104472029,-852824,-19.02648576,7484.8313,2330.768801
A119610,인터로조,13216478,705504,12510974,183943089,124240897,11513454,180476719,122566089,11120459,888.8563752,14425.47311,9796.686413
A051360,토비스,16167058,893852,15273206,198561627,498843743,21142604,227278765,425066421,21674403,1419.112857,14880.88126,27830.85758
A094480,갤럭시아머니트리,39229838,0,39229838,113340995,134768746,-679632,119274800,135522173,6151868,156.816044,3040.41021,3454.568765
A136480,하림,106209702,22520,106187182,297095290,1401848133,15301357,288670148,1351023137,12823506,120.7632198,2718.502766,12723.03409
A000680,LS네트웍스,78803016,4791776,74011240,512563960,676459449,-4239723,567500363,218744988,-718898,-9.713362457,7667.759154,2955.564425
A101730,위메이드맥스,33295292,281733,33013559,83496974,69020611,3027585,91406348,8818757,3498496,105.9714889,2768.751712,267.1253045
A041830,인바디,13683782,656935,13026847,253798657,175753648,35171840,240600838,116851202,39590541,3039.149919,18469.61417,8970.029509
A138580,비즈니스온,22556163,92915,22463248,75748990,51448671,15629218,75956323,20681777,9764302,434.6789921,3381.359766,920.6939709
A267980,매일유업,7843638,626946,7216692,545584199,1777871427,58747391,586179772,1707887468,69192780,9587.880431,81225.54932,236657.9408
A126720,수산인더스트리,14286000,171583,14114417,493717885,318421262,44259188,490590607,209797464,43450482,3078.446811,34758.12051,14864.05453
A000430,대원강업,62000000,0,62000000,515199373,1116150374,34199722,451531171,760781589,30783060,496.5009677,7282.760823,12270.67079
A035150,백산,22000000,61094,21938906,219268597,430242614,48471262,196436811,224530985,41991297,1914.010525,8953.810687,10234.37472
A005690,파미셀,60016964,12950,60004014,0,0,0,79064244,54095103,1514448,25.2391115,1317.649249,901.524738
A348340,뉴로메카,10531670,0,10531670,18519129,16414066,-21188606,18277226,16328403,-21493861,-2040.878702,1735.453731,1550.409669
A034120,SBS,18551238,2844,18548394,883915753,988797703,53266415,715784014,839686625,20578018,1109.423166,38590.08031,45270.04467
A089970,브이엠,24075595,2045411,22030184,120645882,23226775,-11809322,121112867,23226775,-11019127,-500.1831578,5497.587628,1054.315978
A058820,CMG제약,138892244,0,138892244,192483161,93766404,6000368,192772069,92620504,6364119,45.82054992,1387.925369,666.8515198
A025770,한국정보통신,37444271,1746118,35698153,278313554,756422381,30578491,277544750,749312350,32400241,907.616733,7774.764986,20990.22742
A425040,티이엠씨,21298662,152969,21145693,177468751,224668934,18821965,174778665,108608507,16868761,797.7398045,8265.449848,5136.199934
A118990,모트렉스,24861990,66968,24795022,219535058,495181943,31183214,185939722,302355550,17191870,693.3597397,7499.074693,12194.20374
A084110,휴온스글로벌,12621492,407317,12214175,509309632,786296916,42621248,371230163,40754796,16653920,1363.49119,30393.38826,3336.68021
A243840,신흥에스이씨,38919035,19500,38899535,343363837,566559313,26193000,286280651,167685653,21200832,545.0150497,7359.487742,4310.736696
A078150,HB테크놀러지,92715916,3861298,88854618,332141091,94432836,63702422,301144022,118406353,57999151,652.7421118,3389.176936,1332.585246
A388720,유일로보틱스,9718602,0,9718602,0,0,0,20631636,32660782,-19894153,-2047.017976,2122.901627,3360.646109
A013890,지누스,20735204,797757,19937447,624488214,875423114,-13605525,491663154,301391993,17627370,884.133761,24660.28644,15116.87996
A334970,프레스티지바이오로직스,61501469,0,61501469,0,0,0,89374088,2646285,-30224816,-491.4486839,1453.202492,43.02799662
A001940,KISCO홀딩스,16176380,3546922,12629458,1102273555,1384855977,84255072,551094547,25617180,23015822,1822.391903,43635.64509,2028.36733
A033790,스카이문스테크놀로지,17117100,170000,16947100,0,0,0,21803664,9596262,-1730434,-102.1079713,1286.57198,566.2480306
A033640,네패스,23059202,319716,22739486,143176084,492313828,-81411164,118944102,339361822,-113033526,-4970.803914,5230.729578,14923.9003
A039840,디오,15881755,1357263,14524492,197382890,149522185,-3796580,202927556,117031337,4540785,312.6295226,13971.40471,8057.51671
A035890,서희건설,229808457,31568014,198240443,898791835,1495581927,162712902,933684029,1464562203,148881460,751.0145647,4709.856449,7387.807356
A036200,유니셈,30664223,1248170,29416053,218334535,235545008,18112291,213898486,225432141,16526576,561.8216693,7271.488326,7663.575429
A054950,제이브이엠,12089892,571924,11517968,183044942,159587765,27650283,185186152,138969797,25569377,2219.955551,16078.02279,12065.47865
A200710,에이디테크놀로지,13440822,385261,13055561,148585437,112642490,-11550677,149911772,70448421,-10252938,-785.3310938,11482.59902,5396.047018
A060720,KH바텍,23677442,1400000,22277442,245280667,382085595,22976284,244805545,36634429,22976283,1031.369894,10988.94321,1644.462995
A298690,에어부산,116640000,58016,116581984,0,0,0,207548806,949604096,111211525,953.9340573,1780.281986,8145.376013
A035600,KG이니시스,27904434,1285946,26618488,454637721,1388951265,79662290,359299703,767202675,51717136,1942.902843,13498.12593,28822.17333
A001250,GS글로벌,82533764,38562,82495202,433471164,3875771120,30120995,396337170,3463005986,63060935,764.4194265,4804.366319,41978.27149
A050890,쏠리드,61221640,621102,60600538,288043741,331799357,45650992,293634158,239557940,46245466,763.1197268,4845.405135,3953.066225
A078350,한양디지텍,15244382,299828,14944554,141244632,536917266,16788904,137046866,536869809,13787660,922.5875861,9170.355034,35924.11048
A024720,콜마홀딩스,36769520,2473261,34296259,596341096,660727325,-16395,380290778,40208378,6907854,201.4171283,11088.40407,1172.383787
A006390,한일현대시멘트,19327672,0,19327672,0,0,0,382221929,495397861,38934785,2014.458079,19775.8907,25631.53291
A425420,티에프이,11381000,0,11381000,86136052,82722379,10736108,85252077,79620682,10945389,961.7247166,7490.73693,6995.930235
A100790,미래에셋벤처투자,53124634,4056,53120578,356277678,271104490,35086680,314515449,58994975,26918818,506.749343,5920.783637,1110.58609
A299900,위지윅스튜디오,171048884,1617000,169431884,214984385,122361239,-22328668,218168147,11319832,-4763501,-28.11454897,1287.64517,66.81051838
A950170,JTC,51746348,0,51746348,0,0,0,0,0,0,0,0,0
A041960,코미팜,70604464,1012734,69591730,56918514,45615512,-2384407,72087594,46009349,1618879,23.26251984,1035.864376,661.1324219
A053610,프로텍,11000000,2000000,9000000,281181709,156599485,17101277,267953604,105021684,17913234,1990.359333,29772.62267,11669.076
A003800,에이스침대,11090000,533055,10556945,653406747,318977863,55661917,654547287,315878133,55126587,5221.831411,62001.58161,29921.35821
A095700,제넥신,41510594,60816,41449778,288066143,5807929,-54525324,315383125,5471336,-39833696,-961.0110819,7608.801306,131.9991629
A084010,대한제강,23414397,5967920,17446477,748501832,1332999394,86384342,748595435,881818737,85984992,4928.501726,42908.11463,50544.22947
A263720,디앤씨미디어,12524473,93199,12431274,82896499,64154413,5272458,85098848,35977006,3712708,298.6586894,6845.545195,2894.072321
A108490,로보티즈,13047092,156000,12891092,97178508,30153962,-3430864,95476808,27513992,-3857912,-299.2696042,7406.417393,2134.341451
A226320,잇츠한불,21929315,4312630,17616685,375177794,139309319,10233123,392140363,33799190,8970713,509.2168589,22259.60009,1918.589678
A092040,아미코젠,55018347,202129,54816218,173613719,155880838,-30708804,174643501,40438361,-25306583,-461.6623314,3185.982313,737.7079718
A077360,덕산하이메탈,45437002,0,45437002,296816519,168499159,8866354,214319567,83322979,-8588325,-189.0161019,4716.850971,1833.813309
A092870,엑시콘,10848797,548388,10300409,144303310,65870453,-2273243,123792102,65870453,-512046,-49.71122991,12018.17345,6394.935677
A011760,현대코퍼레이션,13228966,1218000,12010966,616398779,6423112376,91225045,613804885,4708146050,91727157,7636.95085,51103.70681,391987.2931
A122900,아이마켓코리아,33428840,1964500,31464340,347441301,3479915955,16628367,386167466,2436553061,15983809,507.9975935,12273.17865,77438.55619
A272550,삼양패키징,15788671,184700,15603971,366133379,434778500,26556477,365169971,423508029,24934606,1597.965415,23402.37437,27141.04179
A018310,삼목에스폼,14700000,449400,14250600,599461721,462787565,138687811,578995450,414491973,135180171,9485.928382,40629.54893,29085.93133
A002320,한진,14947628,478401,14469227,1397840936,2844639197,23558666,1436513796,2410253575,1031460,71.28646195,99280.61782,166577.9088
A322000,HD현대에너지솔루션,11200000,0,11200000,352252857,502897335,-26338136,347723993,471749818,-36235317,-3235.296161,31046.78509,42120.51946
A009680,모토닉,33000000,11372376,21627624,444624784,254956969,29155133,444800409,254956969,28532956,1319.282969,20566.3095,11788.48721
A293780,압타바이오,22298866,0,22298866,57515042,0,0,57560096,941612,-11514931,-516.3908784,2581.301489,42.22690069
A214680,디알텍,73727108,124,73726984,82829444,86598434,-10032712,83012674,79588656,-9565162,-129.7376006,1125.946967,1079.50511
A004430,송원산업,24000000,0,24000000,711880000,1018560000,30883000,641846000,793353000,8158000,339.9166667,26743.58333,33056.375
A216080,제테마,17858759,0,17858759,70165203,62550969,14196311,73490162,62194451,17041897,954.2598677,4115.076641,3482.574069
A001500,현대차증권,31712562,0,31712562,1277780000,254635000,44509000,1270192000,253623000,43706000,1378.192024,40053.27605,7997.5563
A005010,휴스틸,56188075,0,56188075,1098703670,687171324,44839691,932254688,586126260,97887641,1742.142634,16591.68227,10431.50633
A016580,환인제약,18600070,3333000,15267070,362483111,236463335,31727046,362304504,234286973,31676682,2074.837018,23731.10911,15345.90285
A054450,텔레칩스,15144233,382937,14761296,237054442,190585084,47596157,237107425,190585084,47649141,3227.978153,16062.7783,12911.1349
A000480,CR홀딩스,46890490,5633938,41256552,577177167,822196473,2590355,531961222,6943442,-9862955,-239.0639673,12893.98159,168.2991346
A000540,흥국화재,64242645,0,64242645,0,0,0,1098620000,2526054000,267462000,4163.309278,17101.10161,39320.51677
A097230,HJ중공업,83274281,5941,83268340,354787000,2224633000,-75621000,355361000,2223825000,-75141000,-902.3957965,4267.660434,26706.72911
A023410,유진기업,77310863,8772046,68538817,989614650,1460583831,50605221,1014525586,953051651,73384108,1070.694115,14802.20451,13905.28306
A108230,톱텍,38023245,1587657,36435588,398383981,749474145,87013540,398312991,728401561,91375939,2507.876063,10931.97648,19991.48637
A102120,어보브반도체,17780753,1281999,16498754,104660333,233367801,-7420424,130081604,149532084,6254706,379.1017188,7884.328962,9063.234957
A017390,서울가스,5000000,1117208,3882792,1082405064,1689484543,27021884,1066550105,1690902997,26451105,6812.392989,274686.3868,435486.3709
A298830,슈어소프트테크,52619061,425665,52193396,81044155,69446018,3494470,80231608,48437939,3031398,58.08010653,1537.198461,928.0472763
A217270,넵튠,46612150,1808863,44803287,389617061,105264187,3161045,402527386,22416534,-25148835,-561.31674,8984.32711,500.3323528
A006340,대원전선,74979175,0,74979175,102764157,521474559,10477113,103367837,513738994,10477113,139.7336394,1378.620624,6851.755758
A003580,HLB글로벌,47410892,5860,47405032,83699364,91007028,-19702019,86665861,50530126,-23697718,-499.8987871,1828.19961,1065.923255
A102940,코오롱생명과학,11412356,0,11412356,159690047,131823499,-30609631,159652069,131643892,-31015463,-2717.709034,13989.4049,11535.20728
A126340,비나텍,6085118,168962,5916156,66106636,56278428,2771908,55407397,56015428,-2039940,-344.8083519,9365.438809,9468.213482
A138490,코오롱ENP,38000000,0,38000000,285361008,457492489,33482164,280827604,452484711,28868178,759.6888947,7390.200105,11907.49239
A357550,석경에이티,5455000,0,5455000,36303313,12395097,3409246,36040673,12309905,3344845,613.1704858,6606.906141,2256.627864
A214430,아이쓰리시스템,7106760,165078,6941682,0,0,0,91386959,122603286,13620745,1962.167815,13164.95901,17661.89895
A078020,LS증권,55481190,5075498,50405692,870781143,160825344,29596516,870890902,160844068,29630950,587.849285,17277.63011,3190.990176
A005500,삼진제약,13900000,1372620,12527380,0,0,0,258243970,294658157,13242884,1057.115215,20614.3639,23521.13187
A371950,풍원정밀,21040488,0,21040488,51939452,43579150,-23793410,51807265,40728915,-23837389,-1132.929474,2462.265371,1935.740036
A056080,유진로봇,37512152,0,37512152,0,0,0,38256571,34954476,-4436144,-118.2588512,1019.844743,931.8174015
A100120,뷰웍스,10001865,819954,9181911,222673499,225970006,17500423,224007526,213594751,15978018,1740.162587,24396.61264,23262.5595
A001630,종근당홀딩스,5009861,539540,4470321,565034913,915184549,43598441,365177405,27399535,13238666,2961.457578,81689.30263,6129.209737
A235980,메드팩토,33580695,0,33580695,62013365,0,-30632279,62013365,0,-30632279,-912.1990775,1846.696889,0
A090360,로보스타,9750000,0,9750000,90230988,106596686,2021784,90351372,105818994,3379521,346.6175385,9266.807385,10853.23015
A083650,비에이치아이,30944375,2241,30942134,103468935,356854759,12753290,105619216,344042072,12884040,416.3914486,3413.443171,11118.88637
A001790,대한제당,89696580,0,89696580,552720920,1344998781,28886716,520463976,1022722918,19780651,220.5284861,5802.495212,11402.02801
A058430,포스코스틸리온,6000000,9410,5990590,357796543,1188720181,29394778,353606343,1162655888,37470731,6254.931651,59026.96446,194080.364
A174900,앱클론,17214182,0,17214182,0,0,0,21693732,2643243,-16190626,-940.5399571,1260.224389,153.550311
A001230,동국홀딩스,31800483,698940,31101543,1633584000,1810440063,342521573,667862623,35469970,-362434147,-11653.25293,21473.61702,1140.456922
A086390,유니테스트,21134126,801309,20332817,137888432,140480738,-82308,127106202,122615374,1918610,94.36026498,6251.28343,6030.417428
A001780,알루코,96681632,0,96681632,292954056,593053512,19483443,243544702,292562506,-618661,-6.398950733,2519.03797,3026.04021
A001510,SK증권,472590171,58683968,413906203,630861859,243680393,-3376371,598243293,203632094,-22665810,-54.76074008,1445.359573,491.9764249
A034830,한국토지신탁,252489230,37042007,215447223,979016197,280111817,-10005550,866411756,196472106,29803897,138.3350251,4021.45706,911.9268434
A064290,인텍플러스,12863962,471738,12392224,54156575,82994143,-8970137,53549852,82994143,-9283668,-749.1526945,4321.246291,6697.275888
A270660,에브리봇,12231342,0,12231342,0,0,0,64502498,30876271,1836326,150.1328309,5273.542184,2524.356771
A102460,이연제약,18586811,245820,18340991,246165048,151055569,1902133,248135893,151055569,4646983,253.3659713,13529.03412,8235.954589
A003350,한국화장품제조,4532000,906993,3625007,0,0,0,56417938,117564701,8881982,2450.1972,15563.53905,32431.57903
A000490,대동,25640788,2072101,23568687,462967514,1394980619,124807,351840626,984607259,28702292,1217.814637,14928.30831,41776.07599
A015360,예스코홀딩스,6000000,1719000,4281000,472331645,1397144424,15233456,445149287,92660287,18835961,4399.897454,103982.5478,21644.54263
A029460,케이씨,13554044,1384864,12169180,800409827,746370411,47300184,617224528,151302377,22678714,1863.618913,50720.30556,12433.24341
A064260,다날,68949040,2156045,66792995,291004476,293263017,-22391167,317803479,241740468,-23643484,-353.9814916,4758.036064,3619.248815
A084680,이월드,141806193,5215,141800978,0,0,0,235653801,114337778,-10653333,-75.12876956,1661.863016,806.3257363
A270520,지오릿에너지,147908492,0,147908492,57384044,17196125,-14621541,58759516,17196125,-14974971,-101.2448359,397.2693873,116.2619182
A290550,디케이티,19830200,0,19830200,147547619,328628378,13799686,87412737,109546963,6510392,328.3069258,4408.06129,5524.249024
A004560,현대비앤지스틸,15078811,0,15078811,495125161,956631740,-12734720,484426949,955594461,-16774071,-1112.426636,32126.33602,63373.3297
A307750,국전약품,49069269,117,49069152,96870579,129429106,1351481,97780765,128811954,1927707,39.2855169,1992.713569,2625.11066
A001270,부국증권,10369886,4430764,5939122,761702105,173566606,53121961,709543286,147129374,39544144,6658.247465,119469.3906,24772.9166
A064090,웨스트라이즈,36527065,2069,36524996,47929244,4343852,6622678,48464719,3914299,4730924,129.5256542,1326.891836,107.1676777
A034810,해성산업,32556857,2922737,29634120,747727987,2269991389,-28450207,553263073,33906276,-203799253,-6877.182552,18669.79931,1144.163417
A030530,원익홀딩스,77237981,854976,76383005,999284122,653268527,-58372045,642812333,281169183,-16702798,-218.6716535,8415.646033,3681.043748
A126600,BGF에코머티리얼즈,54033275,842699,53190576,347247188,306502215,-7392422,326439367,171192803,-12689174,-238.5605676,6137.165482,3218.479962
A299030,하나기술,8170593,175683,7994910,110285339,122415665,-6368489,109015575,120694004,-5999049,-750.3585406,13635.62254,15096.35556
A007570,일양약품,19085664,1113885,17971779,227231550,368707459,-3436887,195659726,257184159,10519353,585.3261939,10887.05386,14310.44523
A323280,태성,25820730,0,25820730,33727206,39260132,638674,33727206,37246203,622447,24.10648343,1306.206525,1442.492253
A121800,비덴트,77201611,4015,77197596,586015626,9402911,9550224,588222234,9407980,11547014,149.577378,7619.696266,121.8688209
A002150,도화엔지니어링,33720000,424175,33295825,267445408,579362621,21370771,279352457,570333349,22085579,663.3137638,8390.014574,17129.27519
A018470,조일알미늄,126631721,0,126631721,0,0,0,194004267,478440065,2932346,23.15648857,1532.035303,3778.200764
A080160,모두투어,18900000,1507587,17392413,73519167,218703796,12221250,72048344,208736525,16057779,923.2634368,4142.515705,12001.58512
A061970,LB세미콘,43784592,0,43784592,250973268,424943224,-11761339,213111232,256709302,-10731648,-245.1010164,4867.265453,5863.005461
A004360,세방,19308690,1371366,17937324,1090171527,1217555191,91199832,640489493,747525096,34396532,1917.595512,35707.08167,41674.28185
A005720,넥센,53543977,4396008,49147969,1194733276,3077624032,78780592,664591907,473135963,32525421,661.7856579,13522.26594,9626.765309
A092220,KEC,200763141,0,200763141,344063293,216014144,-36983462,344215711,207507230,-37893803,-188.7488052,1714.53639,1033.592267
A109610,에스와이,48907400,1149390,47758010,173492250,568945692,-11705730,165780714,409202988,-1584319,-33.17389062,3471.265113,8568.25877
A322510,제이엘케이,16195712,332000,15863712,8978225,1626847,-10286683,9287644,1626847,-10270103,-647.3959563,585.4647386,102.5514709
A337930,브랜드엑스코퍼레이션,29266589,0,29266589,95192359,237505811,11245036,90755376,221435216,7550193,257.9799443,3100.989186,7566.143632
A144960,뉴파워프라즈마,43692624,3226841,40465783,245233394,385066678,19866532,219143927,124093303,22702183,561.0217156,5415.536553,3066.623053
A096760,JW홀딩스,73924942,1849126,72075816,126816114,934659604,14423427,187602898,87710018,-5990496,-83.11381449,2602.854999,1216.913285
A213500,한솔제지,23800576,23708,23776868,741083501,2167212922,33545503,747757207,2065934041,27968088,1176.273006,31448.93629,86888.40099
A096040,이트론,906131295,216,906131079,91208883,37795955,-25806204,93838271,24980367,-24510365,-27.04946952,103.5592677,27.56816048
A268600,셀리버리,36667845,0,36667845,-27195812,14493873,-20313670,-34851084,-805830,-13265930,-361.7864644,-950.453565,-21.97647557
A003120,일성아이에스,13300000,6484327,6815673,0,0,0,371980781,76109736,-16527622,-2424.943509,54577.26346,11166.87024
A150840,인트로메딕,41848476,0,41848476,10974646,10631165,-6646707,12598210,10601165,-9149492,-218.633816,301.0434597,253.3226061
A117580,대성에너지,27500000,305454,27194546,331099848,989944082,18895949,335731669,988890440,18743103,689.2228684,12345.55153,36363.5576
A001130,대한제분,1690000,44803,1645197,1003886942,1426529546,87334199,819733743,486928617,63896380,38838.13306,498258.7149,295969.7939
A211050,인카금융서비스,51379800,2073030,49306770,102088506,625973052,33921752,103381404,624870207,33641297,682.2855563,2096.697959,12673.11177
A339770,교촌에프앤비,24982540,0,24982540,189487555,437850989,17930399,171432576,418179237,22953950,918.7996897,6862.095528,16738.8599
A330860,네패스아크,12184045,0,12184045,0,0,0,225392429,131180383,-24880183,-2042.029802,18498.98199,10766.57079
A100840,SNT에너지,20680783,919675,19761108,281933087,311162492,23376959,270698958,244947653,14053340,711.1615401,13698.57186,12395.44124
A012030,DB,201173933,10143400,191030533,305619858,464661727,8799879,336886725,400199164,8381326,43.87427428,1763.522929,2094.948686
A009160,SIMPAC,65429516,11160000,54269516,571768746,623351552,-18515513,520133238,432030039,14613581,269.2778944,9584.261595,7960.823513
A083310,엘오티베큠,17810033,1470000,16340033,256141478,435060642,44411319,256816304,367073501,43194937,2643.503658,15717.00033,22464.67317
A002810,삼영무역,18466948,838844,17628104,509122185,483585735,54002883,393923188,231215236,25903225,1469.427739,22346.31631,13116.285
A004380,삼익THK,21000000,300000,20700000,200793830,325255402,1084753,197643491,325245812,2839341,137.1662319,9547.994734,15712.35807
A013120,동원개발,90808100,0,90808100,1049192355,711411618,31709573,1049895592,711411618,31811476,350.3154014,11561.6954,7834.230845
A053210,스카이라이프,47522955,229223,47293732,689437141,1030599673,-102207832,709390866,711201768,-80472708,-1701.551233,14999.68042,15037.97095
A043370,피에이치에이,21000000,1466787,19533213,739401426,1159705881,63569403,526861645,676100874,61545693,3150.822806,26972.60533,34612.88596
A214420,토니모리,24054799,152148,23902651,96169554,161675935,2435140,132757758,113473130,6035237,252.49237,5554.101844,4747.303134
A092230,KPX홀딩스,4224646,293437,3931209,945095985,1203485362,58897827,539309931,116622188,35266122,8970.808217,137186.7868,29665.73082
A322310,오로스테크놀로지,9366542,98397,9268145,57152751,42410749,-104658,56148825,42507333,-190935,-20.60120984,6058.259231,4586.390588
A086890,이수앱지스,35553781,0,35553781,0,0,0,61830721,64057209,-8089239,-227.5212023,1739.075824,1801.698925
A083930,아바코,14912798,506134,14406664,185672293,219146607,13447695,185481698,218489602,14526518,1008.319344,12874.71534,15165.8706
A036220,오상헬스케어,14489416,615377,13874039,294726761,90983932,-3249121,294700030,91004121,-1844363,-132.9362704,21241.11299,6559.309874
A045970,코아시아,26314876,1584209,24730667,96948831,374945435,-25559679,109359004,57352711,-24566291,-993.3533536,4421.999779,2319.092769
A047310,파워로직스,36610755,0,36610755,198944420,748764925,8621277,188150526,559871037,668040,18.24709706,5139.214583,15292.52912
A051500,CJ프레시웨이,11871586,0,11871586,284950397,3108211534,51391627,224238210,2680464198,48802563,4110.87137,18888.64807,225788.2138
A078160,메디포스트,34217785,119000,34098785,305191672,69144806,5264901,306388730,71296549,6639362,194.7096355,8985.326897,2090.882388
A179290,엠아이텍,32365678,0,32365678,0,0,0,96170375,47724577,13477502,416.4133994,2971.369084,1474.542786
A053080,케이엔솔,12999807,41311,12958496,169066187,459611576,12582094,146642418,215922469,7635516,589.2285648,11316.31464,16662.61802
A037710,광주신세계,7957190,0,7957190,0,0,0,814654436,179117913,46769350,5877.621371,102379.6637,22510.19682
A950130,엑세스바이오,36365847,2553998,33811849,605520487,144364849,-41634631,638749915,124303009,-36947606,-1092.741364,18891.3039,3676.31504
A025000,KPX케미칼,4840000,84779,4755221,643768896,902364135,59705748,605320271,702573385,69610908,14638.83761,127295.9282,147747.7882
A052400,코나아이,14899999,61072,14838927,174008187,271818836,26166212,169099262,269420515,22802495,1536.667375,11395.65293,18156.33401
A417010,나노팀,19724328,0,19724328,49491978,44892331,3720908,49919140,45318796,4143808,210.0861434,2530.841101,2297.609125
A005430,한국공항,3166355,108144,3058211,359194156,582607634,47355747,355039694,535036524,43167979,14115.43514,116093.917,174950.8206
A095720,웅진씽크빅,115505985,2822896,112683089,305113405,882219223,-29704494,351618582,688982713,-32408398,-287.6065813,3120.420155,6114.339952
A214260,라파스,8667916,514000,8153916,25801107,26763167,-9822298,28068975,18707613,-8192242,-1004.700318,3442.391975,2294.310243
A008490,서흥,11569113,450000,11119113,433184071,604622420,5232763,327701394,310896702,9729910,875.0617068,29471.90068,27960.56682
A032620,유비케어,52197139,1454497,50742642,101564632,163141420,-2936852,122299229,120275435,3598872,70.92401692,2410.186466,2370.302969
A089890,코세스,16584962,266,16584696,68265429,0,0,68259601,105707264,8397656,506.3497094,4115.818644,6373.783638
A006060,화승인더,55320000,5723200,49596800,313941906,1513523349,-18501286,191667367,940620277,13220827,266.5661293,3864.510755,18965.34206
A045390,대아티아이,70473377,0,70473377,123631652,117495455,10655381,125600380,117274329,10198909,144.7200267,1782.238703,1664.094073
A389260,대명에너지,17050000,0,17050000,125258427,51477844,7765925,154091870,27714348,3602370,211.2826979,9037.646334,1625.474956
A278650,HLB바이오스텝,86730589,2535067,84195522,126746809,50588320,-2806129,124254060,31538101,-2846142,-33.80395931,1475.779911,374.5816909
A271980,제일약품,14704872,133355,14571517,154963699,705759254,-10575627,178256158,703441893,2469014,169.441109,12233.19151,48275.13107
A194370,제이에스코퍼레이션,13335601,696909,12638692,300798114,902846933,49589405,241843061,305432686,50448205,3991.56851,19135.13368,24166.47909
A016590,신대양제지,40297820,9033830,31263990,580750153,643046194,47164391,385649169,212672640,27812773,889.6104752,12335.25116,6802.479146
A293480,하나제약,17772946,473460,17299486,0,0,0,274130456,227413149,23096722,1335.110303,15846.1619,13145.6593
A024850,HLB이노베이션,72378055,7024,72371031,0,0,0,61612094,26713958,-619354,-8.558037539,851.3364139,369.1250163
A452260,한화갤러리아,193859610,82381,193777229,832108345,514575188,-27058800,838737099,411564346,-28618501,-147.6876367,4328.357379,2123.904589
A204620,글로벌텍스프리,56787848,732,56787116,92999034,108121814,-12106774,103437518,58561596,-3220362,-56.70937753,1821.496235,1031.247933
A039570,HDC랩스,25957601,2983165,22974436,249530456,616531541,12152128,250978309,616531541,12399845,539.7235867,10924.24245,26835.5463
A029480,광무,48473133,37781,48435352,206436903,20516477,99429165,206506157,20517227,99487098,2054.018272,4263.541989,423.6002455
A037560,LG헬로비전,77446865,0,77446865,557600542,1179863626,-56503100,554328465,1181263907,-58345705,-753.3643228,7157.532652,15252.57229
A000020,동화약품,27931470,213540,27717930,369686002,380574499,17887997,373181083,335867417,16997868,613.2444955,13463.52642,12117.33405
A097800,윈팩,114461830,0,114461830,0,0,0,40419436,82147252,-32810690,-286.6518035,353.1258936,717.6824973
A211270,AP위성,15082304,849143,14233161,0,0,0,98263217,60522286,15514753,1090.042683,6903.822489,4252.202726
A036030,케이티알파,49019283,142,49019141,0,0,0,252255448,429525767,19320889,394.1498893,5146.060148,8762.409096
A017890,한국알콜,21605760,1025167,20580593,484951496,425750591,11888658,378096484,305115423,15275432,742.2250661,18371.50582,14825.39512
A052020,에스티큐브,46694249,50000,46644249,30476169,6416439,-24422261,54689913,6416439,-21054483,-451.3843282,1172.489946,137.5612029
A005950,이수화학,22722739,643833,22078906,166504428,1957375636,-15438383,331255952,1344311579,-83630038,-3787.779974,15003.27743,60886.69334
A122990,와이솔,28186941,515408,27671533,350438692,384713444,14010864,313525117,186676015,24522474,886.1986071,11330.24025,6746.139254
A048870,시너지이노베이션,82708344,0,82708344,186142038,87046607,11116225,155668795,19955863,31417733,379.8617102,1882.141359,241.2799246
A226950,올릭스,16636258,0,16636258,36452885,15575913,-19003047,36920713,15106608,-19831355,-1192.05623,2219.291922,908.0532413
A298000,효성화학,3791811,12331,3779480,92409388,2832457169,-338498588,715243182,1963995734,-179208040,-47416.05724,189243.8066,519647.0768
A354320,알멕,6391381,0,6391381,132919172,197291144,-10731126,153615568,165328300,-4859827,-760.3719759,24034.80062,25867.38296
